question,options,right_answer
铸牢中华民族共同体意识的途径包括().,"['坚持和完善民族区域自治制度', '加快民族地区全面建成小康社会进程', '构建各民族互相嵌入式社会结构和社区环境', '建设各民族共有精神家园']","['坚持和完善民族区域自治制度', '加快民族地区全面建成小康社会进程', '构建各民族互相嵌入式社会结构和社区环境', '建设各民族共有精神家园']"
"2023年8月26日,习近平总书记在听取新疆维吾尔自治区党委和政府、新疆生产建设兵团工作汇报时再次强调,铸牢()是新时代党的民族工作的主线,也是民族地区各项工作的主线.","['中国共产党的领导', '中华民族共同体意识', '团结精神', '奋进精神']",['中华民族共同体意识']
下列选项中()指的是民族团结原则.,"['任何一个民族都应该在政治、经济、文化、教育等方面享受与其他民族平等的待遇', '各民族之间应该相互促进团结友好关系,共同维护国家的统一和社会稳定', '针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益', '对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助,优先发展']","['各民族之间应该相互促进团结友好关系,共同维护国家的统一和社会稳定']"
"习近平总书记()3月5日在参加内蒙古代表团审议时强调,不断巩固中华民族共同体思想基础,共同建设伟大祖国,共同创造美好生活.","['2022年', '2021年', '2020年', '2019年']",['2022年']
"在各民族传统文化中,风俗习惯包括().","['居住习俗', '饮食习俗', '服饰习俗', '礼仪习俗']","['居住习俗', '饮食习俗', '服饰习俗', '礼仪习俗']"
"全面建成社会主义现代化强国,一个民族也不能少.()","['正确', '错误']",['正确']
"民族工作是凝聚人心、汇聚力量的工作,涉民族宣传做得好不好,关系人心向背,关系党和国家形象.()","['正确', '错误']",['正确']
"中华民族在各民族交往交流交融中铸就,中华民族伟大复兴也必将在各民族交往交流交融中实现.()","['正确', '错误']",['正确']
"从()理解铸牢中华民族共同体意识.一部中国史,就是一部各民族交融汇聚成多元一体的历史.","['时代方面', '历史方面', '时代纬度', '历史维度']",['历史维度']
"中央第四次民族工作会议提出的主要任务是“准确把握新形势下民族问题、民族工作的特点和规律,统一思想认识,明确目标任务,坚定信心决心,提高做好民族工作能力和水平”.","['正确', '错误']",['正确']
"习近平总书记指出,要深入实施区域协调发展战略,推动民族地区加快发展.以下哪个不属于区域协调发展战略的内容.","['支持民族地区基础设施建设', '加强生态环境保护', '扩大民族地区对外开放', '限制民族地区人口流动']",['限制民族地区人口流动']
"以下选项中,民族的传统节日是“赛马节”的少数民族是？()","['藏族', '哈萨克族', '傣族', '彝族']",['藏族']
做好民族工作的重要性是“四个事关”.,"['正确', '错误']",['错误']
"民族区域自治是中国共产党对马克思主义民族理论的重大贡献,是解决我国民族问题的基本制度.","['正确', '错误']",['正确']
"要加强(),做好重点国家和地区、国际组织、()等的工作.","['国际反恐合作', '国际安全合作', '海外华侨群体', '海外少数民族华侨华人群体']","['国际反恐合作', '海外少数民族华侨华人群体']"
中华民族共同体意识是().,"['民族团结之本', '精神力量之魂', '国家强盛之柱', '国家统一之基、']","['民族团结之本', '精神力量之魂', '国家强盛之柱']"
()是一个国家、一个民族发展中更基本、更深沉、更持久的力量.,"['理论自信', '制度自信', '文化自信']",['文化自信']
做好民族工作、维护中华民族大团结的根本保证是党的领导.,"['正确', '错误']",['正确']
"共同为实现中华民族伟大复兴的中国梦而奋斗,这个梦想凝聚了几代中国人的夙愿,体现了中华民族和中国人民的整体利益,是每一个中华儿女的().","['最大愿望', '最大梦想', '共同愿望', '共同期盼']",['共同期盼']
"以下选项中,我国少数民族中人口最少的是哪一个民族？()","['珞巴族', '仡佬族', '塔吉克族', '乌孜别克族']",['珞巴族']
"中华民族共同体意识:指今天中华民族各个成员对共同体的总体认同,反映的就是对中华民族共同体的认同意识.","['正确', '错误']",['正确']
"坚持和完善民族区域自治,重点是加强党的领导,建设政治过硬的队伍,通过各民族干部队伍,有利于贯彻民族区域自治,调动民族自治地方发展建设的积极力量,弱化一些消极力量.","['正确', '错误']",['正确']
中华民族共同体是中华民族(),"['利益共同体', '信仰共同体', '文化共同体', '情感共同体']","['利益共同体', '文化共同体', '情感共同体']"
"思想政治工作是党的建设的基础工作,是高校各项工作的生命线.()","['正确', '错误']",['正确']
中华民族共同体意识是中国历史发展的().,"['必然产物', '必然结果', '最终结果', '最终产物']",['必然产物']
"要铸牢中华民族共同体意识,促进各民族(),(),().","['交往', '交通', '交流', '交融']","['交往', '交流', '交融']"
"牢牢把握铸牢中华民族共同体意识这条主线,是推进新时代党的民族工作高质量发展的必然要求.","['一要深刻认识中华民族共同体的内涵.', '二要将强化中华民族的共同性', '三要把铸牢中华民族共同体意识这条主线作为衡量工作的标准尺度.']","['一要深刻认识中华民族共同体的内涵.', '二要将强化中华民族的共同性', '三要把铸牢中华民族共同体意识这条主线作为衡量工作的标准尺度.']"
"习近平总书记突出强调把铸牢中华民族共同体意识作为新时代党的民族工作的主线、作为民族地区各项工作的主线,这是从坚持“两个结合”、着眼“两个大局”的高度作出的重大战略考量,对做好新时代党的()和民族地区工作具有定向引航的重要指导意义.","['社会工作', '国家工作', '民族工作', '主要工作']",['民族工作']
"中国式现代化和中华民族共同体建设,是()同中国具体实际相结合、同中华优秀传统文化相结合的生动体现,是马克思主义中国化时代化的最新成果,深刻回答了中华民族“从哪里来、到哪里去”的时代之问.中国式现代化是中华民族共同体的现代化.","['马克思主义基本原理', '人类命运共同理念', '国际经济局势', '丝绸之路建设']",['马克思主义基本原理']
"中华民族共同体意识能够促进中华民族的传统文化传承和发展,保护和弘扬中华民族的社会主义先进文化.","['正确', '错误']",['错误']
下列选项中不属于自治机关的自治权的是().,"['国家制度制定权', '经济自治权', '文化管理自治权', '立法自治权']",['国家制度制定权']
宪法规定：全国人民代表大会由省、自治区、直辖市和军队选出的代表组成.各少数民族都应当有()的代表.,"['一定比例', '一定数量', '适当名额', '一定名额']",['适当名额']
藏族民居室内装饰具有哪些特点？(),"['讲究工整、华丽、亮堂', '采用雕刻、彩绘等艺术手段', '注重横梁、柱头和大门等木结构空间的装饰']","['讲究工整、华丽、亮堂', '采用雕刻、彩绘等艺术手段', '注重横梁、柱头和大门等木结构空间的装饰']"
()是中华民族伟大复兴必定要实现的根本保证.,"['各族人民亲如一家', '各民族大团结', '各民族共同繁荣', '各民族团结奋斗']",['各族人民亲如一家']
()是新时代党的民族工作的主线、是民族地区各项工作的主线.,"['三个代表思想', '科学发展观', '铸牢中华民族共同体意识', '改革开放思想']",['铸牢中华民族共同体意识']
"中华文明最初起源于黄河流域,形成了以中原地区的民族为中心,东、西、南、北各民族并举的发展格局,并通过经济往来、文化交流等形式不断孕育着中华民族的雏形","['正确', '错误']",['错误']
制造各民族共居共学共事共乐的社会环境是铸牢中华民族共同体意识的()基础.,"['经济', '文化', '生态', '社会']",['社会']
"中华民族大团结是以()全面推进中华民族伟大复兴的前提和基础,强国建设、民族复兴的进程,必然是各民族广泛交往交流交融的过程,必然是各民族共同团结奋斗、共同繁荣发展的过程.","['两个一百年奋斗目标', '全面小康', '人类命运共同体', '中国式现代化']",['中国式现代化']
韩服是朝鲜族的传统服装.(),"['正确', '错误']",['正确']
"习近平总书记指出,党的民族工作创新发展,就是要坚持(),调整(),更好保障各民族群众合法权益.","['正确的', '过时的', '完善的', '落后的']","['正确的', '过时的']"
"2018年3月21日,中共中央印发的《深化党和国家机构改革方案》中提出,()统一领导国家民族事务委员会.","['中央统战部', '中央宣传部', '中央组织部', '中央办公厅']",['中央统战部']
"铸牢中华民族共同体意识,是习近平总书记在党的()理论方面作出的重大原创性论断.","['民族', '公益', '指导', '社会']",['民族']
实施民族区域自治的根本目的是维护国家统一和民族团结.,"['正确', '错误']",['正确']
"习近平总书记在党的二十大报告中强调,“以铸牢中华民族共同体意识为主线,坚定不移走()的正确道路,坚持和完善(),加强和改进党的民族工作,全面推进民族团结进步事业.”中华民族共同体意识对于()具有重要意义.","['中国特色解决民族问题', '中国特色民族', '国家统一、民族团结', '民族区域自治制度']","['中国特色解决民族问题', '国家统一、民族团结', '民族区域自治制度']"
"要促进各民族广泛交往交流交融,以中华民族大团结促进中国式现代化.","['正确', '错误']",['正确']
"铸牢中华民族共同体意识,要完整准确全面把握习近平总书记关于加强和改进民族工作的重要思想,坚定不移把党的关于铸牢中华民族共同体意识的战略部署落到实处.要加强和完善党的全面领导,深刻领悟“两个确立”的决定性意义,增强“四个意识”、坚定“四个自信”、做到“两个维护”,把党的领导贯穿民族工作全过程.1.","['十九大', '十八大', '二十大', '十七大']",['二十大']
"下列选项中,()是傣族建筑的特点.","['干栏式', '木楞房', '吊脚房', '大围楼']",['干栏式']
铸牢中华民族共同体意识是新时代党的民族工作的主线.,"['正确', '错误']",['正确']
"中央第四次民族工作会议强调在民族地区工作的各族干部、特别是少数民族干部的选拔标准是：在大是大非的问题上必须立场鲜明、行动坚定,在日常工作中要一视同仁地热爱“各族群众”,而不能偏袒本族成员.","['正确', '错误']",['正确']
"习近平总书记在2021年中央民族工作会议上指出：各民族在中华民族大家庭中像石榴籽一样紧紧抱在一起,为实现第二个百年奋斗目标而努力奋斗.","['正确', '错误']",['正确']
"实现中华民族伟大复兴的中国梦,就要以()为主线,把民族团结进步事业作为基础性事业抓紧抓好.","['铸牢中华民族共同体意识', '共同繁荣发展', '共同团结奋斗']",['铸牢中华民族共同体意识']
"铸牢中华民族共同体意识,在民族认同层面要处理好()的关系","['“多元”与“一体”', '“相同”与“不同”', '“汉族”与“少数民族”', '“相似性”与“差异性”']",['“多元”与“一体”']
现阶段党的民族工作的历史方位是我国正处于中华民族伟大复兴的关键时期.,"['正确', '错误']",['正确']
"习近平总书记指出,中华文明的统一性,从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚,决定了()、()、()、()的共同信念,决定了国家统一永远是中国核心利益的核心,决定了一个坚强统一的国家是各族人民的命运所系.","['国土不可分', '国家不可乱', '民族不可散', '文明不可断']","['国土不可分', '国家不可乱', '民族不可散', '文明不可断']"
"2017年9月,习近平总书记在党的十九大报告中提出：“全面贯彻党的民族政策,深化民族团结进步教育,铸牢中华民族共同体意识,加强各民族交往交流交融,促进各民族像石榴籽一样紧紧抱在一起,共同团结奋斗、共同繁荣发展”.","['正确', '错误']",['正确']
"社会主义阶段是各民族共同繁荣兴旺的时期,各民族间的共同因素在不断增多,但民族特点、民族差异将继续存在.","['正确', '错误']",['正确']
"鸦片战争之后,面对帝国主义的侵略,各民族同胞团结抗战的集体记忆得到全面巩固,甲午中日战争使得中华民族意识完全觉醒","['正确', '错误']",['错误']
"要继续推进媒体深度融合发展,构建全媒体传播体系,充分发挥主流媒体的(),牢牢把握讲好中华民族共同体故事的舆论主导权.","['传播力', '引导力', '影响力', '公信力']","['传播力', '引导力', '影响力', '公信力']"
习近平总书记指出：“中华民族多元一体是先人们留给我们的()也是我国发展的巨大优势.”,"['丰厚遗产', '丰富遗产', '文化瑰宝', '丰厚宝藏']",['丰厚遗产']
"要从中华优秀传统文化、马克思主义、中国特色社会主义等向度,领会铸牢中华民族共同体意识的价值意蕴与实践要求.","['正确', '错误']",['正确']
"铸牢中华民族共同体意识是新时代党的民族工作的“纲”,所有工作要向此聚焦.","['正确', '错误']",['正确']
"下列中国历史史实中,能够体现汉族与少数民族经济、政治、文化方面的交流的有()","['文成公主入藏和亲嫁与松赞干布', '北魏孝文帝实行汉化政策', '范仲淹主持庆历新政', '汉武帝北击匈奴']","['文成公主入藏和亲嫁与松赞干布', '北魏孝文帝实行汉化政策']"
"下列选项中,哪些民族风俗属于蒙古族？()","['那达慕大会', '“三月三”', '赛龙舟', '敖包祭祀']","['那达慕大会', '敖包祭祀']"
"以下选项中,民族的传统节日是“雪顿节”的少数民族是？()","['藏族', '傣族', '彝族', '哈尼族']",['藏族']
习近平总书记指出：“要坚持走中国特色解决民族问题的正确道路”.这一论述为我们指明了新时代民族工作的方向.以下哪个选项符合这一观点.,"['坚持和完善民族区域自治制度,不断推进国家治理体系和治理能力现代化', '坚持马克思主义民族理论中国化时代化大众化', '坚持各民族一律平等原则,保障各族群众合法权益和宗教信仰自由权利', '加强国际交流合作,借鉴吸收各国优秀文明成果解决自身问题']","['坚持和完善民族区域自治制度,不断推进国家治理体系和治理能力现代化']"
"中华民族共同体意识能够促进中华民族的传统文化传承和发展,保护和弘扬中华民族的().","['优秀传统文化', '革命文化', '社会主义先进文化', '儒家文化']",['优秀传统文化']
我国的基本民族政策是().,"['民族不分大小一律平等', '民族团结', '民族区域自治', '民族共同繁荣']",['民族区域自治']
"铸牢中华民族共同体意识,就是要引导各族人民牢固树立休戚与共、荣辱与共、()、()的共同体理念.","['生死与共', '命运与共', '患难与共', '进退与共']","['生死与共', '命运与共']"
下列选项中指的是民族政策中的人口政策的是().,"['对于少数民族地区应该给予特别支持和帮助,在财政、税收、经融、产业等方面予以资金和政策上的支持', '对于人口较少的少数民族地区,应该采取措施鼓励生育,并采取措施保障少数民族人口的合法权益', '对于民族的文化遗产应该予以严格保护、传承和发扬,对于民族的传统艺术、文学、文化活动应该予以鼓励和推广', '对于少数民族地区应该加大教育投入,加强对少数民族教育的支持和帮助,鼓励和支持民族语言的教学和使用']","['对于人口较少的少数民族地区,应该采取措施鼓励生育,并采取措施保障少数民族人口的合法权益']"
下列选项中()为“一正二耳”“三坊一照壁”“四合五天井”的民居.,"['晋陕民居', '湘西民居', '白族民居', '江浙民居']",['白族民居']
“铸牢中华民族共同体意识”于党的十九大写入党章..,"['正确', '错误']",['正确']
"中央第四次民族工作会议结束后,我国对于改善民族关系思路的争论已完全停止.","['正确', '错误']",['错误']
"新中国成立以来,我国经济快速发展与社会长期稳定的历史奇迹成为各民族最成功和最强烈的历史记忆","['正确', '错误']",['正确']
下列选项中()不是我国社会主义新型民族关系.,"['相等', '平等', '团结', '互助和谐']",['相等']
库木勒节是达斡尔族的传统节日.(),"['正确', '错误']",['正确']
"习近平总书记在中央政治局第九次集体学习时强调：“把铸牢中华民族共同体意识作为党的民族工作和民族地区各项工作的(),不断加强和改进党的民族工作,扎实推进民族团结进步事业,推进新时代党的民族工作高质量发展.","['中心任务', '重点', '主线', '根本']",['主线']
筑牢中华民族共同体意识是习近平总书记作出的重大原创性论是马克思主义民族理论中国化时代化的最新成果.,"['正确', '错误']",['正确']
中华民族共同体是各民族在共同创造历史的过程中形成休戚与共、荣辱与共、生死与共、命运与共的共同体,"['正确', '错误']",['正确']
"2021年8月,在中央民族工作会议上,习近平总书记把铸牢中华民族共同体意识提升到民族工作“纲”的高度","['正确', '错误']",['正确']
"“总书记说,各民族团结和谐,则国家()、社会()、人民幸福.这说到我们心坎里.维护好民族团结,铸牢中华民族共同体意识是我们每个人共同的责任.”锡林郭勒盟锡林浩特市宝力根苏木希日塔拉嘎查牧民巴雅斯古楞说.","['富强', '兴旺', '太平', '安定']","['兴旺', '安定']"
"以下选项中,民族的传统体育项目是“摔跤”的少数民族是？()","['蒙古族', '哈萨克族', '傣族', '彝族']","['蒙古族', '哈萨克族']"
"中华人民共和国成立后,国家尽一切努力,促进各民族的共同发展和共同繁荣.国家根据民族地区的实际情况,制定和采取了一系列特殊的政策和措施,帮助、扶持民族地区发展经济,并动员和组织汉族发达地区支援民族地区.","['正确', '错误']",['正确']
"筑牢中华民族共同体意识,就是要引导各族人民牢固树立()的共同体理念.(1)休戚与共(2)荣辱与共(3)生死与共(4)命运与共","['(1)(2)(3)', '(2)(3)(4)', '(1)(2)(3)(4)']",['(1)(2)(3)(4)']
"做好新时代党的民族工作,要重点把握好()、()、中华文化和各民族文化的关系、().","['共同性和差异性的关系', '中华民族共同体意识和各民族意识的关系', '物质和精神的关系', '汉族和少数民族的关系']","['共同性和差异性的关系', '中华民族共同体意识和各民族意识的关系', '物质和精神的关系']"
铸牢中华民族共同体意识是新时代党的民族工作的().,"['指南', '主线', '遵循', '根本']",['主线']
下列选项中()指的是保障权益原则.,"['任何一个民族都应该在政治、经济、文化、教育等方面享受与其他民族平等的待遇', '各民族之间应该相互促进团结友好关系,共同维护国家的统一和社会稳定', '针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益', '对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助,优先发展']",['针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益']
"要完善差别化区域支持政策,支持民族地区(),().","['全面深化改革开放', '全面进行改革开放', '提升自我发展能力', '提升自我更新能力']","['全面深化改革开放', '提升自我发展能力']"
"习近平总书记在中央民族工作会议中指出,加强和完善党的全面领导,是做好新时代党的民族工作的().","['思想引领', '核心工作方针', '根本目标', '了根本政治保证']",['了根本政治保证']
"要正确把握物质和精神的关系,要赋予所有改革发展以彰显中华民族共同体意识的意义,以维护统一、反对分裂的意义,以()、()的意义,让中华民族共同体牢不可破.","['改善民生', '凝聚人心', '改善生活', '众志成城']","['改善民生', '凝聚人心']"
"习近平在中央民族工作会议上强调,做好新时代党的民族工作,要把铸牢中华民族共同体意识作为党的民族工作的主线.铸牢中华民族共同体意识,就是要引导各族人民牢固树立()、()、()、()的共同体理念.","['休戚与共', '荣辱与共', '生死与共', '命运与共']","['休戚与共', '荣辱与共', '生死与共', '命运与共']"
"必须坚持正确的中华民族历史观,增强对中华民族的()和().","['归属感', '自信感', '认同感', '自豪感']","['认同感', '自豪感']"
新疆维吾尔自治区民族团结进步模范区创建条例()开始实行.,"['2015年12月31日起', '2016年1月1日起', '2021年3月1日起', '2021年2月25日起']",['2021年3月1日起']
"《中华人民共和国民族区域自治法》第二条指出,民族自治地方分为()","['自治州', '自治县', '自治乡', '自治区']","['自治州', '自治县', '自治区']"
"民族自治地方的自治机关录用工作人员的时候,对实行区域自治的民族和其他少数民族的人员应当给予().","['优先录用', '适当的照顾', '必须录用']",['适当的照顾']
"习近平总书记强调,要牢牢把握各民族共同团结奋斗、共同繁荣发展的主题.以下哪个选项符合这一观点.","['把促进交往交流交融作为加强民族团结的根本途径,推动各族群众逐步实现在空间、文化、经济等方面的全方位嵌入', '加快培养一支懂理论、懂政策、懂方法,善于联系群众的高素质专业化干部队伍', '深化民族团结进步教育,引导各族群众牢固树立休戚与共、荣辱与共理念', '加强宣传教育,营造人人关心支持参与民族团结进步事业的浓厚氛围']","['把促进交往交流交融作为加强民族团结的根本途径,推动各族群众逐步实现在空间、文化、经济等方面的全方位嵌入', '深化民族团结进步教育,引导各族群众牢固树立休戚与共、荣辱与共理念', '加强宣传教育,营造人人关心支持参与民族团结进步事业的浓厚氛围']"
"交往交流趋同,是增进民族团结、铸牢中华民族共同体意识、推进中华民族共同体建设的必由之路.()","['正确', '错误']",['错误']
"党的十八大以来,习近平高度重视民族问题和民族工作,把铸牢中华民族共同体意识作为新时代民族工作的总方针.","['正确', '错误']",['正确']
"2021年5月14日,由中央统战部、中央宣传部、教育部、国家民委有关业务部门主办,中国社会科学院民族学与人类学研究所承办的首届铸牢中华民族共同体意识研究论坛在()举行.","['北京', '上海', '广州', '深圳']",['北京']
"以下选项中,民族的传统节日是“三月三”的少数民族是？()","['壮族', '傣族', '彝族', '哈尼族']",['壮族']
"习近平总书记提出,要深入贯彻党的民族政策,加强和改进少数民族和民族地区工作,关键在于什么.","['发展经济', '教育引导', '法治保障', '文化传承']",['发展经济']
党的民族工作理论和实践的智慧结晶、新时代党的民族工作的根本遵循是().,"['中国特色社会主义文化', '新时代中国特色社会主义理论体系', '习近平总书记关于加强和改进民族工作的重要思想.', '民族自治方针']",['习近平总书记关于加强和改进民族工作的重要思想.']
"物质文明与精神文明相协调是中国式现代化的特征之一.坚持铸牢中华民族共同体意识这条主线,就要不断构筑中华民族共有().","['和谐家园', '物质家园', '幸福家园', '精神家园.']",['精神家园.']
下列选项中()指的是民族政策中的文化政策.,"['对于少数民族地区应该给予特别支持和帮助,在财政、税收、金融、产业等方面予以资金和政策上的支持', '对于人口较少的少数民族地区,应该采取措施鼓励生育,并采取措施保障少数民族人口的合法权益', '对于民族的文化遗产应该予以严格保护、传承和发扬,对于民族的传统艺术、文学、文化活动应该予以鼓励和推广', '对于少数民族地区应该加大教育投入,加强对少数民族教育的支持和帮助,鼓励和支持民族语言的教学和使用']","['对于民族的文化遗产应该予以严格保护、传承和发扬,对于民族的传统艺术、文学、文化活动应该予以鼓励和推广']"
"以下选项中,哪个少数民族主要分布在云南省？()","['傣族', '蒙古族', '壮族', '维吾尔族']",['傣族']
铸牢中华民族共同体意识是()关于民族理论的重大原创性论断,"['毛泽东', '邓小平', '江泽民', '习近平']",['习近平']
"以下选项中,民族的传统舞蹈“锅庄舞”的少数民族是？()","['藏族', '彝族', '傣族', '哈尼族']",['藏族']
"中央民族工作会议指出,必须坚持正确的(),增强对中华民族的认同感和自豪感.","['新国史观', '中华民族历史观', '人民史观']",['中华民族历史观']
"习近平总书记指出,民族团结是我国各族人民的(),中华民族共同体意识是民族团结之本.","['生命线', '关键线', '基本线', '根本线']",['生命线']
"把握坚持和加强党的全面领导这一根本要求.民族工作能不能做好,最根本的一条是党的领导是不是坚强有力.()","['正确', '错误']",['正确']
"习近平总书记强调,要坚决防范民族领域重大风险隐患.要守住意识形态阵地,积极稳妥处理涉民族因素的意识形态问题,持续肃清()、()思想流毒.","['民族分裂', '宗教极端', '民族极端', '宗教分裂']","['民族分裂', '宗教极端']"
"2021年中央民族工作会议指出,新时代党的民族工作的根本政治保证是加强和完善党的全面领导.","['正确', '错误']",['正确']
铸牢中华民族共同体意识的重大意义是“五个必然要求”.,"['正确', '错误']",['错误']
"习近平总书记在中共中央政治局第九次集体学习时指出,“要讲好中华民族故事,大力宣介中华民族共同体意识”,“(),(),(),().","['创新涉民族宣传的传播方式', '丰富传播内容', '拓宽传播渠道', '讲好中华民族共同体故事']","['创新涉民族宣传的传播方式', '丰富传播内容', '拓宽传播渠道', '讲好中华民族共同体故事']"
"2021年中央民族工作会议提出,促进各民族在理想、信念、情感、文化上的(),守望相助、手足情深.","['团结统一', '密切交流', '分享', '发展']",['团结统一']
"习近平总书记指出,要尊重和保护各民族的合法权益,依法打击侵犯民族权益的行为.以下哪项不属于侵犯民族权益的行为.","['歧视少数民族群众', '强迫同化少数民族文化', '保护少数民族传统习俗', '破坏民族团结的言行']",['保护少数民族传统习俗']
"为创新推进各民族交往交流交融,不断铸牢中华民族共同体意识,2022年起国家民委会同有关部委共同实施的“三项计划”是(),各族群众互嵌式发展计划,旅游促进各民族交往交流交融计划.","['各族青少年交流计划', '各族会议计划', '各族平等交流计划', '各族共同发展计划']",['各族青少年交流计划']
"以下选项中,民族的传统乐器是“冬不拉”的少数民族是？()","['哈萨克族', '蒙古族', '傣族', '彝族']",['哈萨克族']
"党的十八大以来,以习近平同志为核心的党中央站在实现中华民族伟大复兴的战略高度,谋划和部署新时代党的民族工作,提出“铸牢中华民族共同体意识”这一重大决策部署,并将其确立为新时代党的民族工作和民族地区各项工作的().","['主线', '重要任务', '战略纲领', '次要任务']",['主线']
中华民族共同体意识是中华民族的()、()、()的总和,"['精神支撑', '动力之源', '情感寄托', '价值认同']","['精神支撑', '情感寄托', '价值认同']"
"要将铸牢中华民族共同体意识作为新时代党的民族工作的“()”,贯穿民族地区经济建设、政治建设、文化建设、社会建设、生态文明建设和党的建设全过程,不断增强中华民族的共同性,切实把党中央决策部署落到实处.","['纲', '魂', '柱', '旗']",['纲']
"民族不分大小,一律平等","['正确', '错误']",['正确']
我国五个民族自治区中新疆维吾尔自治区的地域面积最大.,"['正确', '错误']",['正确']
增强各族人民对()的认同.,"['伟大祖国', '中华民族', '中华文化', '中国共产党', '中国特色社会主义']","['伟大祖国', '中华民族', '中华文化', '中国共产党', '中国特色社会主义']"
"2021年中央民族工作会议指出,必须坚决维护国家主权、安全、发展利益,教育引导各民族继承和发扬爱国主义传统,自觉维护祖国统一、国家安全、().","['民族团结', '世界发展', '各国交流', '社会稳定']",['社会稳定']
"习近平总书记关于加强和改进民族工作的重要思想,是坚持“两个结合”,实现马克思主义民族理论中国化时代化的最新成果,是新时代新征程党的民族工作履行新使命、完成新任务的(),具有重大政治意义、理论意义、实践意义.","['思想武器', '政治武器', '军事武器', '文化武器']",['思想武器']
"习近平总书记在中央民族工作会议上指出,要全面推进中华民族共有精神家园建设,要在()学习教育中,深入总结我们党百年民族工作的成功经验.","['党史', '新中国史', '改革开放史', '社会主义发展史']","['党史', '新中国史', '改革开放史', '社会主义发展史']"
中央民族工作会议是从战略和全局高度对民族工作做出部署的重要会议.,"['正确', '错误']",['正确']
"1999年,江泽民同志在第二次中央民族工作会议上强调：“全党同志必须把()、促进各民族共同发展和共同繁荣,作为整个社会主义初级阶段民族工作的行动纲领.”","['加强民族团结', '巩固民族关系', '推动民族发展', '打造民族关系']",['加强民族团结']
芦笙节是苗族的传统节日.(),"['正确', '错误']",['正确']
我国人口最多的少数民族是().,"['蒙古族', '藏族', '回族', '壮族']",['壮族']
"推动新时代党的民族工作高质量发展需全面履行党组()主体责任,聚焦铸牢中华民族共同体意识,加强中华民族共同体建设主责主业,把优秀的干部任用到合适的岗位上,推动全委系统干部转观念、转职能、转作风.","['为人民服务', '选人用人', '领导核心', '政治建设']",['选人用人']
"2021年召开的第五次中央民族工作会议指出,筑牢中华民族共同体意识是维护各民族根本利益,实现中华民族的伟大复兴,巩固和发展平等团结互助和谐的社会主义新型民族关系,()的必然要求.","['坚持民族区域自治制度', '各民族团结一心', '党的民族工作开创新局面', '坚持各民族平等']",['党的民族工作开创新局面']
"2021年中央民族工作会议在几个时间节点上召开,具有深远意义.下列不属于该时间节点的是()","['中国共产党成立一百周年之际', '“两个一百年”奋斗目标的历史交汇期', '中华民族伟大复兴的关键时期', '美国打响中美贸易战']",['美国打响中美贸易战']
芦笙舞同时是()族和()族的舞蹈,"['苗族', '畲族', '傣族', '侗族']","['苗族', '侗族']"
“三个离不开”指的是()、()、().,"['汉族离不开少数民族', '各民族离不开中华民族', '少数民族离不开汉族', '各少数民族之间也相互离不开']","['汉族离不开少数民族', '少数民族离不开汉族', '各少数民族之间也相互离不开']"
全国民族团结进步示范区示范单位命名有效期是().,"['2年', '3年', '5年', '6年']",['5年']
"2023年关于加强和改进民族工作的重要思想研讨会21日在京召开,中共中央政治局常委、全国政协主席王沪宁出席并讲话.他表示,要深入贯彻习近平新时代中国特色社会主义思想和()精神.","['党的二十大', '改革开放', '五四', '井冈山']",['党的二十大']
"在民族工作中,习近平总书记强调要坚持以人民为中心的发展思想,这一思想体现在民族工作的哪一方面.","['保障民族地区民生', '推动民族地区经济发展', '加强民族团结', '保护民族文化遗产']",['保障民族地区民生']
"铸牢中华民族共同体意识,是习近平总书记对党的民族理论与时俱进的创新发展,是()的最新成果.","['马克思主义哲学理论中国化', '马克思主义科学社会主义理论中国化', '马克思主义民族理论中国化', '马克思主义政治经济学理论中国化']",['马克思主义民族理论中国化']
"在2021年中央民族工作会议上,习近平总书记指出,新时代党的民族工作的历史方位是实现中华民族伟大复兴","['正确', '错误']",['正确']
"习近平总书记在二十届中央政治局第()次集体学习时的重要讲话,将民族工作、中华民族现代文明、中国式现代化等全局工作贯通阐述、一体部署,充分体现了我们党对新时代民族工作历史方位、当代中国民族问题时代特征、中华民族共同体发展规律的系统把握和深刻洞察.","['六', '七', '八', '九']",['九']
"加强民族团结,要坚决反对()和()“两个主义”.大汉族主义和狭隘民族主义.","['大汉族主义；狭隘民族主义', '极端主义；个人主义', '分裂主义；极端主义', '个人主义；狭隘民族主义']",['大汉族主义；狭隘民族主义']
"回顾党的百年历程,党的民族工作取得的最大成就,就是走出了一条中国特色解决民族问题的正确道路.","['正确', '错误']",['正确']
"在()会议后,中共中央、国务院印发了《关于加强和改进新形势下民族工作的意见》.","['1999年第二次会议', '2005年第三次会议', '2014年第四次会议', '2021年第五次会议']",['2014年第四次会议']
