question,options,right_answer
胡锦涛在十七大指出：()是发展中国特色社会主义的一大法宝,"['党的建设', '群众路线', '统一战线', '解放思想']",['解放思想']
"与时俱进,就是党的全部理论和工作要(&nbsp;&nbsp;)①体现时代性②把握规律性③突出继承性④富于创造性⑤各民族共同繁荣","['①②', '①②③④⑤', '①②④', '②③④⑤']",['①②④']
初级阶段是用来解释中国发展相对落后的一种理论.,"['对', '错']",['错']
"社会主义初级阶段是不可逾越的,这主要取决于","['市场经济的不可逾越性', '生产力发展的不可逾越性', '生产关系发展的不可逾越性', '文化传统的不可逾越性']",['生产力发展的不可逾越性']
毛泽东思想的曲折发展期是(&nbsp;&nbsp;),"['大革命时期', '土地革命战争时期', '社会主义改造时期', '社会主义建设时期']",['社会主义建设时期']
统一战线武装斗争党的建设是()三大法宝,"['社会主义革命', '新民主主义革命', '资本主义革命', '封建主义革命']",['新民主主义革命']
新旧民主主义革命的根本区别是革命的对象不同.,"['对', '错']",['错']
民族文化最本质最集中的体现是,"['民族精神', '共同理想', '时代精神', '荣辱观']",['民族精神']
“一国两制”的国际意义是1.“一国两制”基本方针对任何国家解决领土、主权、民族、宗教纷争等问题都有借鉴价值2.“一国两制”为解决国际争端和世界遗留问题提供了新的思路与示范3.“一国两制”是解决国际争端的根本途径4.“一国两制”为世界的和平与发展提供了一种成果范式.,"['1,4', '1,3', '2,4', '1,2,4']","['2,4']"
"中华人民共和国的成立,标志着半殖民地半封建社会的结束,实现了新民主主义向社会主义的转变.","['对', '错']",['错']
中国的新民主主义革命是,"['旧式的资产阶级民主革命', '新式的特殊的资产阶级民主革命', '无产阶级社会主义革命', '带有社会主义性质的革命']",['新式的特殊的资产阶级民主革命']
"邓小平在1985年会见日本客人时,提出现在世界上的真正大的问题是什么,下列不包括在世界大问题中的是","['环境问题', '和平问题', '发展问题', '革命问题']",['环境问题']
建设资源节约型社会的核心是,"['节约使用资源和提高资源能源利用效率', '加强减排和生态保护', '限制能源开发和利用', '发展循环经济']",['节约使用资源和提高资源能源利用效率']
社会主义社会的基本矛盾是(),"['对抗性的', '不可调和的', '非对抗性', '针锋相对的']",['非对抗性']
党的十六大报告明确列为全面建设小康社会的一个重要目标是,"['生产力更加发展', '社会更加文明', '社会更加和谐', '人民更加富裕']",['社会更加和谐']
"与时俱进,就是党的全部理论和工作要①体现时代性②把握规律性③突出继承性④富于创造性⑤各民族共同繁荣","['①②', '①②③④⑤', '①②④', '②③④⑤']",['①②④']
改革在农村拉开序幕第一个实行承包制的是,"['大邱庄', '华西村', '小岗村', '深圳小渔村']",['小岗村']
"依法执政是中国共产党执政的基本方式,些(下)列选项能够体现中国共产党依法执政的是()","['坚持民主集中制,发展党内民主', '加强党员干部教育,提高执政能力', '在平等的基础上开展与外国政党的交流', '向全国人大常委会提出修改宪法部分内容的建议']",['向全国人大常委会提出修改宪法部分内容的建议']
"努力把统一战线建设成为坚持以人为本、具有强大凝聚力的统一战线,建设成为具有空前广泛性和巨大包容性的统一战线,不断巩固()的最广泛的联盟","['全体社会主义劳动者', '社会主义事业的建设者', '拥护社会主义的爱国者', '以上都是']",['以上都是']
"建设中国特色社会主义经济的基本政策有①坚持和完善社会主义公有制为主体,多种所有制经济共同发展的基本经济制度②坚持和完善社会主义市场经济体制,使市场在国家宏观调控下对资源配置起基础性作用③坚持和完善按劳分配为主体的多种分配方式,允许一部分地区、一部分人先富起来,劳动和帮助其他地区和其他人,逐步走向共同富裕④坚持和完善对外开放,积极参与国际经济合作和竞争","['①②③④', '①③④', '②③', '③④']",['①②③④']
新文化运动揭开了新民主主义革命的序幕.,"['对', '错']",['错']
为我们构建社会主义和谐社会提供重要思想文化保证的是①教育科技文化事业不断发展②人民的思想道德素质和科学文化素质不断提高③民族凝聚力显著增强,"['①③', '②③', '①②③', '①②']",['①②③']
"在网络社会中根本不需要“道德”,因为“道德”和“网络交往自由”是对立的.()","['对', '错']",['错']
哪次大会通过的党章把“和谐”与“富强、民主、文明”一起写入了基本路线？,"['十五大', '十六大', '十七大', '十八大']",['十七大']
我国改革的性质是,"['从根本上改变社会主义基本制度', '一个阶级推翻另一个阶级统治的政治斗争', '用市场调节代替计划调节', '社会主义制度的自我完善和发展']",['社会主义制度的自我完善和发展']
"我国自改革开放以来,在对市场经济认识上的重大突破是","['市场经济是法制经济', '市场机制对资源配置起基础性调节作用民主选举', '市场经济不属于社会基本制度的范畴', '市场经济是有国家干预的经济']",['市场经济不属于社会基本制度的范畴']
建设覆盖城乡居民的①公共卫生服务体系②医疗服务体系③医疗保障体系④药品供应保障体系,"['①②③', '①②③④', '①③④', '②③④']",['①②③④']
"毛泽东认为,社会主义社会的基本矛盾：①是推动社会主义社会不断前进的根本动力；②不是对抗性的矛盾；③具有又相适应又相矛盾的特点","['①②', '②③', '①③', '①②③']",['①②③']
"党的十三大指出,中国社会主义初级阶段的含义是()①中国已经进入社会主义②必须坚持而不能离开社会主义③社会主义分为初级、中级和高级阶段④中国还处在不发达的阶段⑤必须正视而不能超越这个阶段","['①②③', '①②④⑤', '①③④', '①②③④']",['①②④⑤']
毛泽东首次明确提出“新民主主义革命”这一科学概念是在,"['《共产党人发刊词》', '《中国革命和中国共产党》', '《新民主主义论》', '《论论联合政府》']",['《共产党人发刊词》']
"近代中国革命以()为开端,进入新民主主义革命阶段.","['辛亥革命', '五四运动', '太平天国起义', '广州起义']",['五四运动']
"社会主义的文化产品具有不同于物质产品的特殊属性,它坚持","['把经济利益放在首位,社会效益服从经济效益', '把社会效益放在首位,力求实现社会效益和经济效益的最佳结合', '把集体利益放在首位,力求实现集体利益和个人利益的结合', '经济效益是唯一最高原则']","['把社会效益放在首位,力求实现社会效益和经济效益的最佳结合']"
"云南省原保山地委书记杨善洲,在位时,他始终廉洁奉公、公而忘私；退休后,他尽心竭力为老百姓办实事；辞世前,他把自己20多年辛勤营造的数万亩森林无偿交给国家,杨善洲的行为()(1)践行了中国共产党的宗旨(2)体现了共产党员的先锋模范作用(3)反映了公民的权利与义务的统一(4)表明了只有在劳动和奉献中才能实现人生价值","['(1)(2)(3)', '(1)(3)(4)', '(1)(2)(4)', '(2)(3)(4)']",['(1)(2)(4)']
把哲学划分为可知论和不可知论的标准是(&nbsp;&nbsp;),"['对思维和存在何者为第一性、何者为第二性的不同回答', '对世界状态问题的不同回答', '对社会存在和社会意识关系问题的不同回答', '对思维和存在是否具有同一性的不同回答']",['对思维和存在是否具有同一性的不同回答']
社会主义思想道德建设的基本原则是(&nbsp;),"['为人民服务', '国际主义', '集体主义', '爱国主义']",['集体主义']
"在抗日民族统一战线的实践中,必须坚持()的原则","['自力更生', '独立自主', '一边倒', '一致对外']",['独立自主']
“一国两制”首先是,"['一个国家', '两种制度', '两种意识形态', '大陆为主']","['一个国家', '两种制度']"
习近平提出旨在实现中华民族伟大复兴的中国梦的时间是,"['2011年', '2012年', '2013年', '2014年']",['2012年']
"资本主义社会的无产阶级不能真正享有民主权利,从根本上说是因为","['资本主义民主制度不完善', '无产阶级缺乏政治斗争经验', '无产阶级在议会中不占多数', '资产阶级在经济上占据统治地位']",['资产阶级在经济上占据统治地位']
"就发展中国家而言,最根本最重要的人权是","['经济和社会权利', '生存权和发展权', '政治和公民权利', '个人和集体权利']",['生存权和发展权']
"1981年9月,叶剑英对新华社记者发表了被称为“叶九条”谈话,后被邓小平称为,实际上就是","['祖国统一的新宣言', '一个国家、两种制度', '台湾问题的核心是祖国统一', '台湾问题的解决是在台湾实行更大自由的自治']",['一个国家、两种制度']
中国特色社会主义文化建设的重要内容和中心环节是,"['思想道德建设', '科学建设', '教育事业', '文化建设']",['思想道德建设']
"十位来自基层的群众应邀在国务院会议室对《政府工作报告(征求意见稿)》提出了意见和建议,这体现了政府重视()(1)决策的民主化(2)公民的参与权(3)基层群众自治(4)公民的表达权","['(1)(2)(3)', '(1)(2)(4)', '(2)(3)(4)', '(1)(3)(4)']",['(1)(2)(4)']
"中国革命长期处于()的条件下,形成了一整套战争理论和战略战术","['力量悬殊', '敌弱我强', '敌强我弱', '实力相当']",['敌强我弱']
"党的十二大正式提出,到20世纪末分“两步走”","['实现工农业总产值翻两番,实现小康社会.', '实现国内生产总值翻两番,实现小康社会.', '实现人均国内生产总值翻两番,实现小康社会.', '实现人均国内生产总值翻两番,全面建成小康社会.']","['实现工农业总产值翻两番,实现小康社会.']"
"经过延安整风,成为全党共识的是","['枪杆子里面出政权', '星星之火可以燎原', '反对本本主义', '马克思主义中国化']",['马克思主义中国化']
处理改革、发展、稳定关系的结合点是,"['不断改善人民生活', '要把改革的力度、发展的速度和社会可承受的程度统一起来', '在社会稳定中推动改革发展', '通过改革发展促进社会稳定']",['不断改善人民生活']
非公有制经济主要有()①个体经济②私营经济③外资经济,"['①②③', '①③', '②③', '①②']",['①②③']
"中国革命建设和改革的实践证明,要运用马克思主义指导实践,必须实现马克思主义中国化,马克思主义之所以能够中国化的原因在于：(&nbsp;)","['(1)马克思主义理论的内在要求.(2)马克思主义与中华民族优秀文化具有相融性.(3)中国革命建设和改革的实践需要马克思主义指导', '(1)马克思主义理论的内在要求.(2)马克思主义与中华民族优秀文化具有相融性.(3)马克思主义为中国革命建设和改革提供了现实发展模式', '(1)马克思主义理论的内在要求.(2)马克思主义与中华民族优秀文化具有相融性.', '(1)马克思主义理论的内在要求.(2)中国革命建设和改革的实践需要马克思主义指导.(3)马克思主义为中国革命建设和改革提供了现实发展模式.']",['(1)马克思主义理论的内在要求.(2)马克思主义与中华民族优秀文化具有相融性.(3)中国革命建设和改革的实践需要马克思主义指导']
社会主义新农村建设的中心环节是,"['村容整洁', '管理民主', '生产发展', '统筹城乡发展']",['生产发展']
"在新的历史时期,加强党的建设具有特殊重要性.这是因为,党现在①．面临执政的考验②．面临改革开放的考验③．面临发展市场经济的考验④．面临和平演变的考验⑤．面临发展计划经济的考验","['②③④⑤', '①②③④', '③④⑤', '②④⑤']",['①②③④']
中国特色社会主义理论体系进一步完善的标志是,"['毛泽东思想', '邓小平理论', '“三个代表”重要思想', '科学发展观']",['科学发展观']
"我国社会主义制度建立后,逐步形成了高度集中的计划经济体制.选择这样的经济体制,当时的主观条件是","['社会利益关系相对单纯', '经济结构简单', '科技水平不高', '当时在理论上普遍把计划经济看作是社会主义区别于资本主义的重要特征']",['当时在理论上普遍把计划经济看作是社会主义区别于资本主义的重要特征']
中国共产党根本的政治路线和组织路线是,"['群众路线', '实事求是', '独立自主', '与时俱进']",['群众路线']
由新民主主义向社会主义转变的根本政治条件是().,"['坚持无产阶级及其政党的领导', '坚持人民民主专政', '坚持马列主义、毛泽东思想的指导', '坚持人民代表大会制度']",['坚持无产阶级及其政党的领导']
"坚持和完善基本经济制度,必须毫不动摇地巩固和发展公有制经济,必须毫不动摇地鼓励、支持和引导(),使各种所有制经济完全可以在市场竞争中发挥各自优势,互相促进,共同发展.","['各种所有制经济发展', '个体经济发展', '非公有制经济发展', '私营经济发展']",['非公有制经济发展']
毛泽东提出的“三个世界”划分的思想的基本特点是,"['以经济为基础的多因素标准划分世界政治格局', '以政治为基础的多因素标准划分世界政治格局', '以贫富为基础的多因素标准划分世界政治格局', '以军事为基础的多因素标准划分世界政治格局']",['以经济为基础的多因素标准划分世界政治格局']
掲示了事物发展的形式和状态的是().,"['对立统一规律', '质量互变规律', '否定之否定规律', '自然规律']",['质量互变规律']
中国半殖民地半封建社会各种矛盾中最主要的矛盾是,"['帝国主义和中华民族的矛盾', '资产阶级和无产阶级的矛盾', '地主阶级和农民阶级的矛盾', '封建主义和人民大众的矛盾']",['帝国主义和中华民族的矛盾']
在中国进行社会主义改造的目的是()①消灭富农分子②消灭资本家③确立社会主义生产关系④健全社会主义上层建筑⑤继续解放和发展生产力,"['①②③④⑤', '①②③', '②③④', '③④⑤']",['③④⑤']
"“十月革命一声炮响给中国送来了马克思列宁主义”,五四运动后,马克思列宁主义得到广泛传播.在中国最早讴歌十月革命、比较系统的介绍马克思主义的是","['李大钊', '陈独秀', '毛泽东', '瞿秋白']",['李大钊']
"可持续发展的目标是①人类各种需求得到满足②个人得到充分发展③保护资源和生态环境,不对后代的生存发展构成威胁④保障人类无限需求的不断满足","['①②③④', '①②', '①②③', '②③④']",['①②③']
"1995年1月30日,江泽民发表的关于现阶段两岸关系、推进祖国和平统一的重要讲话是","['《告台湾同胞书》', '《一个国家,两种制度》', '《为促进祖国统一大业的完成而继续奋斗》', '《坚持一个中国原则,促进祖国统一大业》']",['《为促进祖国统一大业的完成而继续奋斗》']
"在“一国两制”的构想中,香港、澳门、台湾依法建立","['自治区', '直辖市', '特别行政区', '经济特区']",['特别行政区']
"有中国特色的社会主义民主政治制度,包含①人民民主专政的国体②人民代表大会的政体③民族区域自治制度④共产党领导的多党合作和政治协商制度","['①②', '②③④', '①②④', '①②③④']",['①②③④']
()中国无产阶级以独立的政治力量登上历史舞台,"['鸦片战争', '辛亥革命', '十月革命', '五四运动']",['五四运动']
党在社会主义初级阶段的奋斗目标是,"['把我国建设成为高度民主高度文明的社会主义强国', '把我国建设成为富强民主文明和谐的社会主义现代化国家', '实现共产主义', '全面建成小康社会']",['把我国建设成为富强民主文明和谐的社会主义现代化国家']
"党的十六届五中全会从贯彻落实科学发展观,构建社会主义和谐社会的高度提出的奋斗目标是","['建设科技创新型资源节约型社会', '建设资源节约型环境友好型社会', '建设资源节约型社会保障型社会', '建设环境友好型科技创新型社会']",['建设资源节约型环境友好型社会']
"()提出：“大胆吸收和借鉴人类社会创造的一切文明成果,吸收和借鉴当今世界各国包括资本主义发达国家的一切反映现代社会化生产规律的先进经营方式管理方式.”的是","['毛泽东', '邓小平', '江泽民', '胡锦涛']",['邓小平']
“一国两制”中香港特别行政区行政长官,"['由香港选举产生报中央政府批准', '由中央政府直接任命', '由香港选举产生无需中央政府任命', '由香港、中央政府协商产生']",['由香港选举产生报中央政府批准']
"人民民主是社会主义的本质要求和内在属性,归根结底是因为它","['有利于调动最广大人民群众的积极性', '是社会主义公有制经济在政治上的集中体现', '是社会主义制度优越性的重要体现', '体现了多数人对少数人的专政']",['是社会主义公有制经济在政治上的集中体现']
推动社会主义社会不断前进的根本动力的是,"['改革', '社会主义社会的基本矛盾', '开放', '自力更生']",['社会主义社会的基本矛盾']
"1957年以后的一段时间,我们曾把哪对矛盾作为我国社会的主要矛盾","['生产力和生产关系的矛盾', '无产阶级和资产阶级的矛盾', '工业和农业的矛盾', '城市和农村的矛盾']",['无产阶级和资产阶级的矛盾']
人类社会的物质性主要表现不包括().,"['人类社会依赖于自然界,是整个物质世界的组成部分', '人们谋取物质生活资料的实践活动仍然是物质的活动', '物质资料的生产方式是人类社会存在和发展的基础', '个别杰出人物所制定的方针政策决定着人类历史的发展']",['个别杰出人物所制定的方针政策决定着人类历史的发展']
社会主义精神文明建设的骨干和核心力量是,"['工人阶级', '农民阶级', '知识分子', '自由职业人员']",['知识分子']
中国外交政策的宗旨,"['维护世界和平', '促进共同发展', '争取有利于我国经济发展的国际环境', '维护世界和平,促进共同发展,争取有利于我国经济发展的国际环境']","['维护世界和平,促进共同发展,争取有利于我国经济发展的国际环境']"
马克思主义中国化首先是指(),"['运用马克思主义解决中国具体问题', '使中国革命的实践经验上升为中国化的马克思主义理论', '把马克思主义植根于中国优秀文化之中', '使马克思主义民族化']",['运用马克思主义解决中国具体问题']
我国解决民族问题的基本政策是,"['加快发展少数民族地区食的经济和文化', '实行民族区域自治', '尊重少数民族地区的民族特点和文化传统', '促进各民族间的团结与和睦']",['实行民族区域自治']
坚持四项基本原则的核心是,"['坚持社会主义道路', '坚持人民民主专政', '坚持共产党的领导', '坚持马列主义、毛泽东思想']",['坚持共产党的领导']
"张某应聘到一个乡镇企业担任厂长,按合同规定,除工资外,池每年还可以从企业利润中提取5%的报酬.今年他获得3万元提成,这3万元属于","['联产计酬收入', '资金分红收入', '经营风险收入', '按劳分配收入']",['经营风险收入']
"下列著作中,被认为是党内第一篇反对教条主义的文章是","['《反对本本主义》', '《井冈山的斗争》', '《中国的红色政权为什么能够存在？》', '《湖南农民运动考察报告》']",['《反对本本主义》']
1999年3月江泽民在日内瓦裁军谈判大会上的讲话提出的观点不包括的是,"['发展经济', '发展军事', '发展国力', '发展文化']",['发展经济']
"在我国现阶段的所有制结构中,公有制占主体地位.公有制的主体地位主要体现在①．国家和集体所有的资产在社会总资产中占优势②．公有制企业的数目和职工人数在各个行业中占优势③．国有经济控制国民经济命脉,对经济发展起主导作用④．国有经济对其他经济成分实行正确引导、管理和监督⑤.国有经济对其他经济成分起补充作用","['①②③④⑤', '③④⑤', '④⑤', '①③']",['①③']
我国资本主义工商业社会主义改造基本完成的标志是,"['实行了工商业的合理调整', '实行了四马分肥的分配方式', '实行了和平赎买的方法', '实行了全行业的公私合营']",['实行了全行业的公私合营']
"“三个主体,三个补充”是谁说的","['毛泽东', '刘少奇', '邓小平', '陈云']",['陈云']
"“因为中国资产阶级根本上与剥削农民的豪绅地主相混合,中国公民要推翻豪绅地主阶级,便不能不同时推翻资产阶级.这一观点的主要错误是","['忽视了反对帝国主义的必要性', '未能区分中国资产阶级的两部分', '混淆了民主革命和社会主义革命的任务', '不承认中国资产阶级与地主阶级的区别']",['混淆了民主革命和社会主义革命的任务']
和平共处五项原则不包括,"['长期共存', '互相尊重主权和领土完整', '平等互利', '和平共处']",['长期共存']
现代企业制度的典型形式是,"['个人业主制', '公司制', '合伙制', '股份合作制']",['公司制']
"我国社会主义改造基本完成后,以毛泽东为核心的第一代中央领导集体就开始探索中国特色社会主义建设道路.这一时期的主要理论成果有()","['以苏联经验为鉴戒,走中国自己的社会主义建设道路', '调动一切积极因素,建设社会主义伟大国家', '正确处理经济建设和社会发展中的一系列重大关系提出社会主义社会基本矛盾和两类矛盾的学说', '以上都是']",['以上都是']
"人民政协是中国共产党领导的最广泛的爱国统一战线组织,下列属于其职能的是()","['预算建议更加关注新生代农民工', '批准2011年中央', '修改《保守国家秘密法》', '决定政协委员陈竺担任卫生部长']",['预算建议更加关注新生代农民工']
"实施科教兴国战略,就是使经济建设真正转到依靠()的轨道上来.","['引进外资,引进先进技术', '引进技术,吸引人才', '科学研究与市场经济结合', '科技进步与提高劳动者素质']",['科技进步与提高劳动者素质']
中共十六大报告提出2020年力争比2000年,"['国内生产总值翻一番', '国内生产总值翻两番', '人均国内生产总值翻一番', '人均国内生产总值翻两番']",['人均国内生产总值翻两番']
"1950年6月,中共七届三中全会确定的全党和全国人民的中心任务是","['争取国家财政经济状况的基本好转', '实现全国大陆的解放和统一', '完成社会主义革命的任务', '建立社会主义性质的国营经济']",['争取国家财政经济状况的基本好转']
"要使我国经济富有活力和效率,必须充分发挥市场机制的作用.市场机制的长处和优势在于①能把资源配置到效益比较好的环节中去②保持经济总量平衡和重大经济结构优化③实行优胜劣汰,促进技术和管理的进步④对经济信号反应灵敏,使产需及时协调","['①②③④', '①②④', '①③④', '①②③']",['①③④']
我国加入世界贸易组织(),"['是机遇', '是挑战', '有利于扩大对外开放', '以上都是']",['以上都是']
"中国共产党最初提出“两个一百年”奋斗目标,其中“两个一百年”分别是指：①从鸦片战争到新中国成立大约100年；②建党100周年；③新中国成立100周年；④20世纪100年；⑤21世纪100年","['①②', '②③', '①③', '④⑤']",['②③']
"在革命进程中,必须坚持()的策略方针.","['孤立顽固势力', '发展进步势力', '争取中间势力', '发展进步势力,争取中间势力,孤立顽固势力']","['发展进步势力,争取中间势力,孤立顽固势力']"
最早提出和平统一祖国这一解决台湾问题的方针是,"['《告台湾同胞书》', '《关于台湾回归祖国,实现和平统一的方针政策》', '《中华人民共和国宪法》', '六届人大二次会议《政府工作报告》']",['《告台湾同胞书》']
我国现阶段统一战线的最大特点是,"['封闭性', '开放性', '空前的广泛性', '单一性']",['空前的广泛性']
党领导人民治理国家的基本方略是,"['依法治国', '物质文明建设', '精神文明建设', '政治文明建设']",['依法治国']
强化安全生产管理和监督①有效遏制重特大安全事故②提高保障公共安全和处置突发事件的能力③提高防范和应对自然灾害的能力④强化安全预警机制,"['②③④', '①②③', '①②③④', '①③④']",['①②③']
新时期我国爱国主义的主题是,"['实现国家统一', '建设有中国特色的社会主义', '加强民族团结', '增强人民凝聚力']",['建设有中国特色的社会主义']
中国革命的中心问题的是,"['正确分析中国社会的经济结构', '正确分析中国社会的阶级结构', '认清中国社会的主要矛盾', '无产阶级的领导权']",['无产阶级的领导权']
"我国社会主义农业改造中,党对富农的政策是","['联合', '改造', '团结', '限制到消灭']",['限制到消灭']
"与时俱进,就是党的全部理论和工作要：①体现时代性；②忠于实践性；③把握规律性；④坚持群众性；⑤富于创造性","['①②③④⑤', '①②③', '②④', '①③⑤']",['①③⑤']
我国原有的高度集中的计划经济体制形成于20世纪,"['50年代', '60年代', '70年代', '80年代']",['50年代']
实行改革开放是()①社会主义中国的强国之路②决定当代中国命运的历史性决策③新时期中国最鲜明的特征④社会主义国家的一贯政策⑤社会主义优越性的表现,"['①②③', '①②③④⑤', '①②④', '①②⑤']",['①②③']
经济增长方式彻底转变应正确处理的主要关系有()①投入和产出的关系②速度和效益的关系③节约资源、保护资源和开发利用资源与发展经济的关系④人口与资源的关系,"['①②③④', '①②③', '②③④', '③④']",['①②③']
"鸦片战争以后,中华民族面临的两大历史任务是①反对官僚资本主义②消灭资产阶级③推翻帝国主义和封建主义在中国的反动统治,求得民族独立和人民解放④实现国家繁荣富强和人民共同富裕.","['①②③', '③④', '①②③④', '①②']",['③④']
"20世纪50年代中期,最先向全党提出要探索马克思主义同中国实际的“第二次结合”,走出中国自己的社会主义建设道路的党和国家领导人是","['毛泽东', '刘少奇', '周恩来', '陈云']",['毛泽东']
"邓小平指出：“一个党,一个国家,一个民族,如果一切从本本出发,思想僵化,迷信盛行,那它就不能前进,它的生机就停止了,就要亡党亡国.”这段话,非常深刻地阐明了","['反对经验主义的重要性', '改革开放的重要性', '破除封建迷信的重要性', '解放思想的重要性']",['解放思想的重要性']
加强社会主义法治的基本前提是,"['执法必严', '有法必依', '有法可依', '违法必究']",['有法可依']
客观辩证法与主观辩证法的关系是().,"['唯物主义与唯心主义的关系', '反应与被反应的关系', '个性与共性的关系', '具体与抽象的关系']",['反应与被反应的关系']
中国对农业社会主义改造的目标是,"['引导农民走个体化道路', '引导农民走承包制道路', '引导农民走集体化道路', '引导农民走国有化道路']",['引导农民走集体化道路']
毛泽东思想形成的实践基础是(&nbsp;&nbsp;),"['战争与革命', '中国共产党领导的革命和建设实践', '工人阶级的成长壮大与工人运动的兴起', '中国近现代革命运动的发展']",['中国共产党领导的革命和建设实践']
中国革命统一战线的最根本的问题是,"['政策和策略问题', '分清敌友问题', '工农联盟问题', '领导权问题']",['领导权问题']
"在中共八大上,陈云提出的“三个主体,三个补充”思想是：①在工商业经营方面,国家、集体经营是主体,个体经营是补充；②在生产计划方面,计划生产是主体,自由生产是补充；③在消费方面,集体消费是主体,个人消费是补充；④在流通领域,国家市场是主体,自由市场是补充.","['①②③', '②③④', '①②④', '①③④']",['①②④']
我国新民主主义社会中主要的经济成分有：①社会主义经济；②资本主义经济；③帝国主义经济；④封建地主经济；⑤个体经济,"['①②③④⑤', '①②⑤', '③④', '①③④']",['①②⑤']
新的历史时期统一战线的核心问题是,"['各民主党派团结的问题', '祖国统一的问题', '党的领导问题', '现代化建设的问题']",['党的领导问题']
"邓小平反复强调一定要把“什么是社会主义”,“怎样建设社会主义”这个首要的基本理论问题搞清楚,原因是","['突破计划经济为主的传统观念', '搞清楚社会主义的发展方向', '认清社会主义的本质', '确立改革的目标模式']",['认清社会主义的本质']
"恩格斯在总结和概括了近代哲学发展的基础上,提出了哲学的基本问题.哲学的重大的基本问题是(&nbsp;)","['世界的状态问题', '思维和存在的关系问题', '精神能否认识物质的问题', '思维和存在究竟谁是世界的本源问题']",['思维和存在的关系问题']
"邓小平说：“制度好可以使坏人无法任意横行,制度不好可以使好人无法充分做好事,甚至会走向反面.”这说明","['人好坏不重要', '个人没有责任', '制度更带有根本性、全局性、稳定性和长期性', '制度决定人的好坏']",['制度更带有根本性、全局性、稳定性和长期性']
"现阶段我国爱国统一战线的性质是社会主义的,是因为","['统一战线中大多数成员是全体社会主义劳动者和拥护社会主义的爱国者', '我国国家性质是社会主义的', '统一战线的经济基础是社会主义的', '统一战线的根本任务是建设主义的现代化国家']",['统一战线中大多数成员是全体社会主义劳动者和拥护社会主义的爱国者']
"一个政党治国理政的旗帜,一个民族奋力前行的向导是","['理想信念', '价值观念', '教育理念', '道德观念']",['理想信念']
“文攻武备”是作为,"['反“亲美”的总方略', '反“台独”的总方略', '反“宗教极端主义”的总方略', '反“恐怖主义”的总方略']",['反“台独”的总方略']
社会保障体系的最高层次是,"['社会保障', '社会福利', '社会救助', '优抚安置']",['社会福利']
"在社会主义思想发展史上,最早提到社会主义发展阶段问题的是","['邓小平', '列宁', '毛泽东', '斯大林']",['列宁']
矛盾是辩证法的核心概念..矛盾是指(&nbsp;),"['事物内部或事物之间的对立统一关系', '人们思维过程中由于违反形式逻辑规则所造成的自相矛盾', '以子之矛,攻子之盾', '我承认万事万物都有矛盾,但是我认为我们班上没有矛盾']",['事物内部或事物之间的对立统一关系']
马克思主义中国化的理论成果是(),"['邓小平理论', '毛泽东思想', '三个代表重要思想', '以上都是']",['以上都是']
"党的十六大根据解放和发展生产力的要求,进一步提出坚持和完善基本经济制度的原则是要做到两个“毫不动摇”和一个“统一”.一个“统一”是指．","['巩固和发展公有制经济与非公有制经济发展的统一', '鼓励、支持和引导非公有制经济发展与市场经济的统一', '统一于社会主义现代化建设的进程中,不能把巩固和发展公有制经济与鼓励、支持和引导非公有制经济发展对立起来', '公有资产在社会总资产中占优势与国有经济控制国民经济命脉的统一']","['统一于社会主义现代化建设的进程中,不能把巩固和发展公有制经济与鼓励、支持和引导非公有制经济发展对立起来']"
"在我国现阶段的所有制结构中,国有经济对经济发展起主导作用,这种主导作用要体现在国有经济","['对国民经济发展的控制力上', '在社会总资产中占量的优势', '在所有制结构中占主体地位', '在国民经济发展中占质的优势']",['对国民经济发展的控制力上']
"坚持与时俱进,就是党的全部理论和全部工作要()①体现时代性②把握规律性③富于创造性④注重协调性","['①②③④', '①②③', '②③④', '①③④']",['①②③']
下面关于马克思主义中国化的论述不正确的是(),"['马克思主义中国化就是运用马克思主义解决中国革命、建设和改革的实际问题', '马克思主义中国化就是把中国革命、建设和改革的实践经验和历史经验提升为理论', '马克思主义中国化就是要把马克思主义中不符合中国特色的地方予以修正', '马克思主义中国化就是把马克思主义根植于中国的优秀文化之中']",['马克思主义中国化就是要把马克思主义中不符合中国特色的地方予以修正']
"劳动、知识、人才、创造,其中()是创造财富的资源,但它只能通过劳动者、劳动资料,才能形成实际的财富.","['劳动', '知识', '人才', '创造']",['知识']
"建设创新型国家,关键在()","['人才', '技术', '对外开放', '体制创新']",['人才']
邓小平提出的地区经济发展的战略构想,"['各地区的均衡发展', '各地区的非均衡发展', '由西向东梯次推进', '由东向西梯次推进']",['由东向西梯次推进']
社会主义可以实行市场经济的理论上的重大突破是,"['市场经济是法治经济', '市场机制对资源配置起基础性作用', '市场经济是由国家宏观调控的经济', '市场经济不属于社会基本制度的范畴']",['市场经济不属于社会基本制度的范畴']
"加强思想道德建设,要()","['加快建立和完善社会主义思想道德体系', '着力培育文明道德风尚', '把先进性要求同广泛性要求结合起来', '以上都是']",['以上都是']
对待民族资产阶级的正确政策是()①政治上的联合和斗争；②武装力量的联合；③经济上保护；④一定规模的武装对抗；⑤运用批评和教育的手段,"['①②③', '①③⑤', '②④⑤', '②③⑤']",['①③⑤']
"要采取多种方式充实社会保障基金,搞好基金投资运营","['实现获利分红', '以获得投资收益', '实现保值增值', '获得风险收益']",['实现保值增值']
我国实行的军事战略是,"['积极进攻', '消极防御', '积极防御', '消极进攻']",['积极防御']
