question,options,right_answer
中国工人阶级最早出现于外国资本主义在华企业中是在(),"['19世纪70年代', '19世纪80年代', '19世纪40至50年代', '19世纪60年代']",['19世纪40至50年代']
"太平天国后期,提出《资政新篇》这一具有资本主义色彩改革方案的是()","['洪秀全', '杨秀清', '洪仁玕', '石达开']",['洪仁玕']
"太平天国定都天京后,进行了一系列制度建设,在政治、军事、经济、文化等方面采取了许多巩固政权的措施.其中最重要的是()","['《资政新篇》的颁布', '《天朝田亩制度》的颁布', '西征', '北伐']",['《天朝田亩制度》的颁布']
"毛泽东在《目前形势和我们的任务》的报告中指出,新民主主义革命经济纲领是().①没收封建阶级的土地归农民所有②没收蒋介石、宋子文、孔祥熙、陈立夫为首的垄断资本归新民主主义的国家所有③保护民族工商业④接收帝国主义在华资本","['②④', '①②③', '①②③④', '①③④']",['①②③']
"1913年,袁世凯强迫议员投票选举他为()","['临时大总统', '正式大总统', '内阁总理', '皇帝']",['正式大总统']
下列对国民党在正面战场上组织会战的表述正确的是()①粉碎了日本迅速灭亡中国的计划②说明国民党初期抗战态度比较积极③会战迫使日本停止了进攻④在一定程度上挫伤了日本的气焰,"['①②③④', '①②③', '①②④', '③④']",['①②④']
"抗战相持阶段到来后,日军对中国共产党领导的八路军、新四军及其抗日根据地开展大规模的“扫荡”,实行的“三光”政策不包括()","['杀光其居民', '烧光其房屋', '抢光其土地', '抢光其粮食']",['抢光其粮食']
资本主义经济的发展突出表现在工业革命的发生上.工业革命首先发生在英国的(),"['机器制造业', '纺织业', '冶铁业', '采掘业']",['纺织业']
"2005年,我国通过《反分裂国家法》的会议是()","['十届全国人大二次会议', '十届全国人大三次会议', '十届全国人大四次会议', '十届全国人大五次会议']",['十届全国人大三次会议']
"在八年全国性的抗战中,中国共产党领导的八路军、新四军和其他抗日武装对敌作战12.5万余次,消灭日军()","['152.7万余人', '171.4万余人', '22.7万余人', '52.7万余人']",['52.7万余人']
"1936年10月,在甘肃会宁、静宁胜利会师的红军主力是()①红一方面军②红二方面军③红十五军团④红四方面军","['①②', '①④', '①②④', '①②③④']",['①②④']
"1905年至1907年问,围绕中国究竟是采用革命手段还是改良方式这个问题,革命派与改良派展开了一场大论战.这场论战的焦点是()","['要不要以革命手段推翻清王朝', '要不要实行政治革命', '要不要推翻帝制,实行共和', '要不要社会革命']",['要不要以革命手段推翻清王朝']
"抗战进入相持阶段后,中国共产党领导的武装力量在华北给日本侵略者沉重打击的一次军事行动是()","['百团大战', '平型关战役', '凇沪会战', '台儿庄战役']",['百团大战']
辛亥革命的性质是(),"['无产阶级社会主义革命', '旧式资产阶级民主主义革命', '资产阶级维新运动', '新式资产阶级民主主义革命']",['旧式资产阶级民主主义革命']
下列属于资产阶级革命派团体的是().①兴中会②强学会③华兴会④光复会⑤日知会,"['①③⑤', '①②③④', '②③④', '①③④⑤']",['①③④⑤']
标志着中国民主同盟站到新民主主义革命立场上来的会议是(),"['民盟一届一中全会', '民盟一届二中全会', '民盟一届三中全会', '民盟一届四中全会']",['民盟一届三中全会']
"戊戌政变后,逃亡国外的维新领袖有()①康有为②严复③梁启超④杨度","['①②③', '②③④', '①③', '①②③④']",['①③']
《共产党宣言》第一个中文全译本的译者是(),"['李大钊', '陈独秀', '陈望道', '毛泽东']",['陈望道']
1978年在我国出现的一场马克思主义思想解放运动是,"['社会主义教育运动', '揭批“四人帮”运动', '关于真理标准的大讨论', '关于计划经济和市场经济的的大讨论']",['关于真理标准的大讨论']
洋务派的主张是(),"['利用西方先进科学技术来维护清朝统治', '利用西方先进技术抵抗西方侵略', '利用西方先进思想改造中国社会', '引进西方先进制度改造中国社会']",['利用西方先进科学技术来维护清朝统治']
"1861年,清政府设立的综理洋务的机关是()","['总理各国事务衙门', '江南制造总局', '外务部', '轮船招商局']",['总理各国事务衙门']
2004年召开的中共十六届四中全会明确提出了,"['“三个代表”重要思想', '科学发展观', '构建社会主义和谐社会战略任务', '建设社会主义新农村的战略任务']",['构建社会主义和谐社会战略任务']
社会主义革命的目的是(),"['解放生产力', '推进工业化', '建设现代化国家', '实现国家的繁荣富强']",['解放生产力']
"1920年,陈独秀等建立的中国共产党早期组织是()","['北京共产主义小组', '上海共产主义小组', '武汉共产主义小组', '广州共产主义小组']",['上海共产主义小组']
"20世纪初,中国民族危机加深,经济方面主要体现在()","['列强加强了对清政府的政治控制', '铁路、矿山的利权成为列强掠夺的', '协定关税', '控制了中国海关']",['铁路、矿山的利权成为列强掠夺的']
"毛泽东在《论联合政府》的报告中概括的中国共产党的优良作风有()①理论与实际相结合②密切联系群众③“惩前毖后,治病救人”④自我批评","['①②', '①②④', '②④', '①②③④']",['①②④']
中共十三大明确将党在社会主义初级阶段的基本路线概括为(),"['“一个中心,两个基本点”', '“四个坚持”', '一手抓物质文明,一手抓精神文明', '建设中国特色社会主义经济、政治和文化']","['“一个中心,两个基本点”']"
"抗战时期,正面战场和敌后战场的主要区别是()①抗战的领导不同②抗战路线不同③作战方式不同④战略地位不同⑤战场范围不同","['①②③⑤', '①②④', '②③④', '①②③④⑤']",['①②③④⑤']
"中国之所以能够取得这场全民族抗战的胜利,是由于()①中华民族的觉醒和凝聚力②国共合作,抗日民族统一战线的建立和巩固③开辟敌后抗日根据地,实行全民族抗战和持久抗战的方针④世界反法西斯各国的同情和支援⑤中国是大国、强国,日本是小国、弱国","['①②③④', '①②③', '①②', '③④']",['①②③④']
中国近代第一个主张发展资本主义的救国方案是(),"['《资政新篇》', '《盛世危言》', '〈救亡决论〉', '〈三民主义〉']",['《资政新篇》']
中国革命胜利的基本经验包括()①建立广泛的统一战线②坚持革命的武装斗争③建立新型的人民军队④加强共产党自身的建设,"['①②③', '①③④', '②④', '①②③④']",['①②③④']
"“一二•九”运动的主要口号有()①“反对华北自治”②“停止内战,一致对外”③“内惩国贼,外争国权”④“打倒日本帝国主义”","['①②③', '②③④', '①③④', '①②④']",['①②④']
从大革命失败到土地革命兴起的转折点是(),"['南昌起义', '八七会议', '秋收起义', '井冈山革命根据地建立']",['八七会议']
帝国主义侵略中国的最终目的是要(),"['帮助中国发展资本主义', '传播西方先进文化', '为本国资本主义发展寻求市场和原料产地', '瓜分中国,灭亡中国']",['为本国资本主义发展寻求市场和原料产地']
下列事件表明太平天国在军事上达到全盛时期的是(),"['西征军夺取安徽．湖北等重镇', '太平军攻破清军江北．江南大营', '北伐军打到静海', '石达开鄱阳湖湖口大捷']",['太平军攻破清军江北．江南大营']
"在中国早期接受、宣传马克思主义的先进分子中,来自于五四运动左翼骨干的代表是().①毛泽东②杨匏安③蔡和森④周恩来","['①②③', '②③④', '①②③④', '②③']",['①②③④']
"中华苏维埃共和国实行(),是真正代表人民利益的政府","['工农兵代表大会制度', '“三三制”原则', '人民代表大会制度', '代议制']",['工农兵代表大会制度']
"德国元帅瓦德西说：“无论欧、美、日本各国,皆无此脑力与兵力,可以统治此天下生灵四分之一也.故瓜分一事,实为下策.”&nbsp;这表明()","['帝国主义之间相互勾结', '帝国主义之间存在矛盾', '帝国主义瓜分中国图谋的破产', '帝国主义已放弃灭亡中国的图谋']",['帝国主义瓜分中国图谋的破产']
"1945年昆明“一二·一”运动,吹响了国统区爱国学生运动的第一声号角,在全国范围产生了重大影响.它的基本口号是()","['“反饥饿、反内战、反迫害”', '“反对内战,争取自由”', '“抗议美军暴行!”', '“美军退出中国!”']","['“反对内战,争取自由”']"
"1905年11月,孙中山将中国同盟会的政治纲领概括为(),这是比较完整的中国民主革命的纲领.","['民族主义、民权主义、民生主义', '独立、民主、富强', '一个政党、一个主义、一个领袖', '军政、训政、宪政']",['民族主义、民权主义、民生主义']
中国特色社会主义的总依据是().,"['“一个中心,两个基本点”', '中华民族伟大复兴', '实现社会主义现代化', '社会主义初级阶段']",['社会主义初级阶段']
"1945年的重庆谈判,国共签订了著名的().","['《停战协定》', '《双十协定》', '《政治协商会议决定》', '《五四指示》']",['《双十协定》']
"抗日战争时期,国民政府组成中国远征军人缅甸作战.在缅北殉国的中国陆军第二OO师师长是()","['谢晋元', '戴安澜', '赵登禹', '张自忠']",['戴安澜']
"在抗日战争全面爆发后的1938年3月,奉命指挥台儿庄战役的国民党军官是()","['冯玉详', '李宗仁', '戴安澜', '傅作义']",['李宗仁']
"1839年组织编写成《四洲志》,向中国人介绍西方情况的是()","['林则徐', '魏源', '马建忠', '郑观应']",['林则徐']
《天朝田亩制度》确立的平分土地的原则是(),"['平均地权', '凡天下田,天下人同耕', '均贫富、等贵贱', '免劳役、不纳粮']","['凡天下田,天下人同耕']"
"1947年五•二O惨案发生后,国统区爱国学生运动的斗争口号是().①反腐败②反饥饿③反内战④反迫害","['①④', '①③', '③④', '②③④']",['②③④']
"洋务运动时期,洋务派首先兴办的洋务事业是()","['军用工业', '民用企业', '新式军队', '新式学堂']",['军用工业']
"“无论何种学派,苟其言之成理,持之有故,尚不达自然淘汰之命运,即使彼此相反,也听他们自由发展.”蔡元培的这一方针,在当时的积极效果是()","['缓和各种思想文化矛盾', '鼓励新思想新文化的发展', '吸收消化尊孔复古思想', '使各种思想自由发展']",['鼓励新思想新文化的发展']
近代中国一切灾难的总根源是(),"['腐朽没落的清朝统治', '资本帝国主义的侵略', '科学技术落后', '闭关锁国']",['资本帝国主义的侵略']
"十年社会主义建设探索时期,我国经济建设的最大成就是()","['找到了一条具有中国特色的工业化道路', '基本建立了独立的、比较完整的工业化体系和国民经济体系', '核武器研究成功,奠定了我国核大国的国际地位', '外交工作最终打开新的局面,中美关系和中日关系得到改善']",['基本建立了独立的、比较完整的工业化体系和国民经济体系']
"1911年10月10日,在同盟会推动下,联合组织并发动武昌起义,成立湖北军政府的有湖北革命团体文学社和()","['共进会', '光复会', '强学会', '延年会']",['共进会']
毛泽东的《论持久战》()①驳斥了“亡国论”和“速胜论”②阐述了抗日战争的特点、前途和发展规律③阐明了持久抗战的总方针④科学地预测了抗战的发展进程,"['①②④', '①②③④', '①③④', '②③']",['①②③④']
毛泽东全面总结农业合作化运动基本经验的报告是(),"['《关于农业合作化问题》', '《关于农业生产互助合作的决议(草案)》', '《关于发展农业生产合作社的决议》', '《组织起来》']",['《关于农业合作化问题》']
"洋务派欲""师夷长技以自强"",但甲午战争却宣告其失败.它失败的根本原因是()","['西方列强的破坏', '没有改变封建统治制度', '顽固派的阻挠', '慈禧太后出尔反尔']",['没有改变封建统治制度']
以王明为代表的“左”倾教条主义在党内斗争和组织问题上推行的方针是(),"['“惩前毖后、治病救人”', '“残酷斗争、无情打击”', '“团结—批评—团结”', '“思想教育从严,组织处理从宽”']",['“残酷斗争、无情打击”']
帝国主义列强获得在中国领土驻兵的特权是通过(),"['《南京条约》', '《北京条约》', '《马关条约》', '《辛丑条约》']",['《辛丑条约》']
"提出“俄国式的革命,是无可如何的山穷水尽诸路皆走不通了的一个变计”,“只此方法较之别的方法所含可能的性质为多”的是()","['毛泽东', '李大钊', '邓中夏', '陈独秀']",['毛泽东']
"1945年,毛泽东发表的号召对日本侵略者实行全国规模反攻的文章是()","['《为抗日救国告全国同胞书》', '《关于目前形势与党的任务的决定》', '《论持久战》', '《对日寇的最后一战》']",['《对日寇的最后一战》']
鸦片战争中以身殉国的清朝将领有().①关天培②陈化成③邓世昌④冯子材,"['①②', '①②④', '②④', '①②③④']",['①②']
以下对瓦窑堡会议的表述正确的有()①提出了在抗日条件下与民族资产阶级重建统一战线的新政策②批评了“左”倾冒险主义和关门主义错误倾向③为迎接全国抗日新高潮的到来做了理论和政治上的准备④明确提出党的总方针是“逼蒋抗日”,"['①②③', '①②④', '②③④', '①③④']",['①②③']
"()一文的发表,表明李大钊已成为中国的第一个马克思主义者.","['《法俄革命之比较观》', '《庶民的胜利》', '《Bolshevism的胜利》', '《我的马克思主义观》']",['《我的马克思主义观》']
中国近代第一个系统介绍西学的启蒙思想家、翻译家是(),"['康有为', '梁启超', '严复', '谭嗣同']",['严复']
中国新民主主义革命的重要任务是()①反对封建主义②反对官僚资本主义③反对帝国主义④反对民族资本主义,"['①②③', '①③④', '①②③④', '③④']",['①②③']
中国近代史的开端是(),"['第一次鸦片战争', '第二次鸦片战争', '中日甲午战争', '八国联军侵华战争']",['第一次鸦片战争']
近代中国的社会性质是(),"['封建社会', '资本主义社会', '半殖民地半封建社会', '新民主主义社会']",['半殖民地半封建社会']
"鸦片战争后,美国趁火打劫逼迫清政府签订的不平等条约是()","['《黄埔条约》', '《望厦条约》', '《南京条约》', '《北京条约》']",['《望厦条约》']
1935年中国共产党北平临时工作委员会领导发动的抗日救亡运动是(),"['五卅运动', '一二•九运动', '一二•一运动', '一二•三〇运动']",['一二•九运动']
"1895年康有为等发起“公车上书”,提出“下诏”“拒和”“迁都”“练兵”“变法”等国策建议,并认为只有()是“立国自强”的根本大计","['“下诏”', '“拒和”', '“迁都”', '“变法”']",['“变法”']
"1904年至1905年,外国侵略者为争夺在华利益而在中国东北进行的战争是()","['英法战争', '英俄战争', '日美战争', '日俄战争']",['日俄战争']
中国第一个资产阶级革命政党是(),"['兴中会', '中国同盟会', '中华革命党', '中国国民党']",['中国同盟会']
张学良、杨虎城发动西安事变的主要目的是(),"['逼迫蒋介石下台', '要求蒋介石联共抗日', '推翻国民政府的统治', '建立无产阶级政权']",['要求蒋介石联共抗日']
旧民主主义革命时期中国反侵略斗争失败的最根本原因是(),"['经济技术落后', '社会制度腐败', '思想文化保守', '军事装备落后']",['社会制度腐败']
中共历史上第一个土地法是(),"['井冈山土地法', '兴国土地法', '中华苏维埃共和国土地法', '陕甘宁边区土地法']",['井冈山土地法']
北伐战争的主要打击对象是().①军阀孙传芳②军阀张作霖③军阀段祺瑞④军阀吴佩孚⑤军阀冯国璋,"['①②③', '②③⑤', '①②③⑤', '①②④']",['①②④']
规定帝国主义列强可以在中国领土上驻兵的条约是(),"['《南京条约》', '《天津条约》', '《北京条约》', '《辛丑条约》']",['《辛丑条约》']
从法律上正式确立了中国共产党在全国的执政地位的是(),"['中共七大党章', '《中国人民政治协商会议共同纲领》', '中共七届二中全会报告', '1954年《中华人民共和国宪法》']",['《中国人民政治协商会议共同纲领》']
虎门销烟最本质意义是(),"['中国禁烟运动的伟大意义', '显示了中华民族反侵略的坚强决心', '沉重打击了英国侵略者', '林则徐是中华民族的英雄']",['显示了中华民族反侵略的坚强决心']
毛泽东在探索中国社会主义建设道路过程中出现严重失误的根本原因是(),"['缺乏社会主义建设的经验', '苏联社会主义模式的消极影响', '党的民主集中制原则和集体领导原则遭到破坏', '对“什么是社会主义,怎样建设社会主义""在思想认识上没有完全弄清楚']","['对“什么是社会主义,怎样建设社会主义""在思想认识上没有完全弄清楚']"
"太平天国后期,由洪仁玕提出的带有鲜明资本主义色彩的改革与建设方案是()","['《原道觉世训》', '《原道救世歌》', '《天朝田亩制度》', '《资政新篇》']",['《资政新篇》']
中共在()上提出了彻底反帝反封建的民主革命纲领.,"['二大', '三大', '四大', '一大']",['二大']
"在中国共产党产生以后,中国社会存在的三种主要建国方案是().①地主阶级与买办性的大资产阶级的方案②农民阶级的方案③民族资产阶级的方案④工人阶级和其他进步势力的方案⑤城市小资产阶级的方案","['①②③', '③④⑤', '②③⑤', '①③④']",['①③④']
"中共十七大指出,改革开放以来我们取得一切成绩和进步的根本原因归结起来就是()①开辟了中国特色社会主义道路②形成了中国特色社会主义理论体系③建立了社会主义市场经济体制④提出了社会主义初级阶段理论","['②③④', '①②', '①②③', '①②③④']",['①②']
解放战争时期制定的《中国土地法大纲》规定(),"['没收地主的土地', '调整减租减息政策', '按贫雇农人口分配土地', '废除土地私有制度']","['没收地主的土地', '按贫雇农人口分配土地']"
"1904年至1905年,日俄两国为了争夺在华利益,竟然在中国东北进行战争.清政府却宣称()","['预备立宪', '实行新政', '局外中立', '支持俄国']",['局外中立']
最能完整地体现五四运动性质的口号是(),"['废除“二十一条”', '拒绝在和约上签字', '还我青岛', '外争主权,内惩国贼']","['外争主权,内惩国贼']"
强行割去台湾全岛及所有附属岛屿和澎湖列岛的不平等条约是(),"['《虎门条约》', '《黄埔条约》', '《辛丑条约》', '《马关条约》']",['《马关条约》']
"19世纪60年代,清朝统治集团中倡导洋务的首领人物是()","['曾国藩', '奕\ue844', '李鸿章', '张之洞']",['奕\ue844']
资产阶级思想与封建主义思想在中国的第一次正面交锋是(),"['“师夷长技以制夷思想”的提出', '洋务派与顽固派的论战', '维新派与守旧派的论战', '革命派与立宪派的论战']",['维新派与守旧派的论战']
毛泽东被叫做“毛主席”是从()开始的,"['秋收起义', '井冈山时期', '中华苏维埃共和国成立', '遵义会议']",['中华苏维埃共和国成立']
大革命时期反帝爱国运动的高潮是(),"['五卅运动', '上海工人武装起义', '汉口九江人民收回英租界的斗争', '四川万县军民的抗英斗争']",['五卅运动']
"1851年,太平天国运动爆发,当时的清朝皇帝是()","['道光帝', '同治帝', '咸丰帝', '光绪帝']",['咸丰帝']
列强控制对中国进行经济掠夺所采取的手段有()①控制中国的通商口岸②剥夺中国的关税自主权③实行商品倾销④实行资本输出⑤控制中国的经济命脉,"['①④⑤', '②③④⑤', '①②③⑤', '①②③④⑤']",['①②③④⑤']
"抗日战争时期,根据地政权的民主建设的主要体现在()","['建立中华苏维埃共和国', '开展整风运动', '实现“三三制”原则', '推行精兵简政政策']",['实现“三三制”原则']
"1988年,中共中央和国务院决定建立的经济特区是()","['深圳经济特区', '珠海经济特区', '厦门经济特区', '海南经济特区']",['海南经济特区']
严复1898年翻译出版的《天演论》所宣传的思想是(),"['师夷长技以制夷', '中学为体、西学为用', '振兴中华', '物竞天择、适者生存']",['物竞天择、适者生存']
邓小平明确提出“建设有中国特色社会主义”命题的会议是,"['中共十一届三中全会', '中共十二大', '中共十二届三中全会', '中共十三大']",['中共十二大']
同盟会的机关报是(),"['时务报', '新民丛报', '民报', '万国公报']",['民报']
《天演论》的译者是(),"['魏源', '冯桂芬', '郑观应', '严复']",['严复']
"1845年,首先在上海设立租界的国家是()","['英国', '法国', '美国', '德国']",['英国']
"1905年,中国同盟会创办的机关报是()","['《民报》', '《新民丛报》', '《时务报》', '《国闻报》']",['《民报》']
洋务派举办的最重要的官督商办民用企业有()①轮船招商局②开平矿务局③天津电报局④上海机器织布局,"['②③④', '①②③④', '①②④', '①②③']",['①②③④']
"1905年11月,登载孙中山论述三民主义学说的报刊是()","['《时务报》', '《二十世纪之支那》', '《民报》', '《苏报》']",['《民报》']
"19世纪90年代,近代中国第一次思想启蒙运动是发生在()","['资产阶级维新派与封建守旧派之间的论战', '洋务派与顽固派的论战', '立宪派与革命派的论战', '问题与主义之争']",['资产阶级维新派与封建守旧派之间的论战']
"1995年1月,江泽民发表了发展两岸关系、推进祖国和平统一八项主张的","['《告台湾同胞书》', '《实现两岸和平统一的九项方针》', '《一个国家、两种制度》', '《为促进祖国统一大业的完成而继续奋斗》']",['《为促进祖国统一大业的完成而继续奋斗》']
辛亥革命伟大的历史意义包括()①推翻了清王朝的统治②建立了中国历史上第一个资产阶级共和政府③给人们带来了一次思想上的解放④推动了亚洲各国民族解放运动的高涨,"['①②③', '①②④', '③④', '①②③④']",['①②③④']
"1938年10月,日本侵略军占领广州、武汉后改变了侵华战略方针,这是因为()","['日军战线太长,兵力与财力不足', '英美等国政府支援强国抗战', '国民政府在抗日问题上出现动摇', '汪精卫成立了效忠日本的伪政权']","['日军战线太长,兵力与财力不足']"
"1839年组织编写成《四洲志》,向中国人介绍西方情况的是()","['林则徐', '魏源', '马建忠', '郑观应']",['林则徐']
近代对国家出路的早期探索是(),"['太平天国农民战争', '新文化运动', '五四运动', '一二九运动']",['太平天国农民战争']
"1947年10月,被国民党当局宣布为“非法团体”的是().","['中国国民党革命委员会', '中国民主同盟', '中国民主建国会', '中国民主促进会']",['中国民主同盟']
邓小平明确提出“建设有中国特色社会主义”的理论是在(),"['党的十二大', '党的十三大', '党的十四大', '党的十一届三中全会']",['党的十二大']
"2007年6月,胡锦涛在中央党校发表的重要讲话中指出,科学发展观的核心是","['发展', '以人为本', '全面协调可持续', '统筹兼顾']",['以人为本']
"1947年5月1日,内蒙古自治政府成立,政府主席是().","['林伯渠', '乌兰夫', '董必武', '李鼎铭']",['乌兰夫']
"华北八路军深入敌后,创建的第一个敌后抗日根据地是()","['晋察冀', '晋绥', '晋冀鲁豫', '山东']",['晋察冀']
"()规定,新中国的外交工作的原则是“保障本国独立、自由和领土主权完整,维护国际的持久和平和各国人民间的友好合作,反对帝国主义的侵略政策和战争政策”.","['《论人民民主专政》', '《中国人民政治协商会议共同纲领》', '《新民主主义革命论》', '《五四指示》']",['《中国人民政治协商会议共同纲领》']
资本——帝国主义列强对近代中国进行经济侵略的方式包括().①强迫中国支付巨额的战争赔款②控制中国的通商口岸③剥夺中国的关税自主权④实行商品倾销和资本输出⑤操纵中国的经济命脉,"['①②③', '②③⑤', '①②③④', '①②③④⑤']",['①②③④⑤']
蔡元培担任会长的资产阶级革命团体是(),"['兴中会', '同盟会', '华兴会', '光复会']",['光复会']
党的过渡时期总路线最显著的特点是(),"['社会主义工业化和社会主义改造同时并举', '“一化三改造”、“一体两翼”的辩证统一', '以实现社会主义工业化为最主要目标', '反映了新民主主义向社会主义转变的历史必然性']",['社会主义工业化和社会主义改造同时并举']
"光绪皇帝在维新派的推动和策划下,颁布“明定国是”诏书,宣布开始变法是在()","['1895年', '1896年', '1898年', '1900年']",['1898年']
"中共二大的历史意义是()①揭示出中国社会的半殖民地半封建性质,明确提出中国革命的性质、对象和动力②规定党的中心任务是开展工人运动,以共产主义精神教育工人③规定了中国共产党的最高纲领和最低纲领④提出“到群众中去”的群众路线方法","['①②③', '②③④', '①③④', '①②④']",['①③④']
在中共七届三中全会上作了《为争取国家财政经济状况的基本好转而斗争》报告的是(),"['刘少奇', '陈云', '周恩来', '毛泽东']",['毛泽东']
太平天国起义及其失败表明在半殖民地半封建的中国农民自身不能(),"['具有伟大的革命潜力', '带领中国走向发展资本主义的道路', '充当反帝反封建的主力', '与工人阶级联合']",['带领中国走向发展资本主义的道路']
"1945年8月,为了争取和平,毛泽东不顾个人安危,和国民党蒋介石展开了著名的()谈判.","['北平', '东京', '重庆', '成都']",['重庆']
"()1月,民盟领导人沈钧儒等在香港召开民盟一届三中全会,宣布不接受解散民盟的任何决定,并恢复民盟总部.这次会议,标志着民盟站到了新民主主义革命的立场上来.","['1928年', '1938年', '1948年', '1958年']",['1948年']
戊戌维新运动失败的主要原因是(),"['中国民族资本主义经济力量十分弱小', '维新派把希望完全寄托在一个没有实权的皇帝身上', '没有发动群众的支持', '维新派自身的局限和以慈禧太后为首的强大的守旧势力的反对']",['维新派自身的局限和以慈禧太后为首的强大的守旧势力的反对']
中国资产阶级革命的骨干力量是(),"['广大的农民', '先进的工人阶级', '资产阶级和小资产阶级知识分子', '有觉悟的地主']",['资产阶级和小资产阶级知识分子']
"1949年7月,成立的中央财经委员会,主任是().","['刘少奇', '邓小平', '陈云', '李富春']",['陈云']
"1992年召开的中共十四大明确指出,我国经济体制改革的目标是建立","['计划经济为主和市场经济为辅的体制', '社会主义商品经济体制', '市场经济为主和计划经济为辅的体制', '社会主义市场经济体制']",['社会主义市场经济体制']
太平天国运动失败的根本原因是(),"['旧式农民战争的局限性', '拜上帝教不符合中国国情', '在军事策略上屡犯错误', '对封建王朝打击空前沉重']",['旧式农民战争的局限性']
"2020年11月17日,习近平在金砖国家领导人第十二次会晤上指出,中方愿同各方一道加快建设金砖国家新工业革命伙伴关系.我们将在福建省()市建立金砖国家新工业革命伙伴关系创新基地,开展政策协调、人才培养、项目开发等领域合作.","['厦门', '泉州', '漳州', '福州']",['厦门']
四大家族官僚资本的代表是()①蒋介石②孔祥熙③宋子文④陈果夫⑤陈立夫,"['①②', '①②③', '①②③④⑤', '③④⑤']",['①②③④⑤']
"1914年7月,孙中山在东京正式成立了()","['兴中会', '中国同盟会', '中华革命党', '中国国民党']",['中华革命党']
"19世纪末,资本主义进入帝国主义阶段后,出现瓜分世界的狂潮,殖民主义剥削的重要形式是()","['商品输出', '资本输出', '贩卖奴隶', '掠夺土地']",['资本输出']
最先对洋务运动的指导思想做出比较完整表述的是(),"['冯桂芬', '薛福成', '曾国藩', '张之洞']",['冯桂芬']
大革命给中国共产党的最深刻的经验教训是必须().,"['警惕统一战线内部的野心家', '和农民结成巩固的工农联盟', '提出能团结多数的革命口号', '独立自主地掌握革命的领导权']",['独立自主地掌握革命的领导权']
"主观主义的实质是理论脱离实际,是实际工作中的唯心主义,主观主义的主要表现形式是()①教条主义②经验主义③官僚主义④宗派主义","['①②', '①②④', '②③④', '①②③']",['①②']
"1912年2月,孙中山认为“帝制从此不存留中国之内,民国的目的亦已达到.”促使孙中山得出这一结论的直接原因是()","['武昌起义的胜利', '《临时约法》的颁布', '清帝下诏退位', '中华民国的成立']",['清帝下诏退位']
"在28年的革命生涯中,中国共产党中间涌现出了许多卓越的领导人.他们包括().①李大钊②瞿秋白③蔡和森④邓中夏⑤闻一多","['①②③④', '①②⑤', '①②③', '③④']",['①②③④']
"2001年12月11日,经过长达15年的艰苦谈判,中国正式加入()","['世界银行', '世界货币基金组织', '世界贸易组织', '联合国人权组织']",['世界贸易组织']
"二次革命失败后,孙中山逃亡至日本,于1914年7月,在东京正式成立()","['中国国民党', '国民党', '中华革命党', '中国同盟会']",['中华革命党']
"“大英钦差各等大员——可在京师,或长行居住,或能随时来往,总候本国谕旨尊行”,该项规定出自()","['《南京条约》', '《虎门条约》', '《天津条约》', '《北京条约》']",['《天津条约》']
"近代以来,列强对中国军事侵略的主要表现为()①发动侵略战争,屠杀中国人民②侵占领土,划分势力范围③勒索赔款,抢夺财富④控制中国内政、外交","['①②', '①②③', '①②③④', '③④']",['①②③']
近代中国半殖民地半封建社会的性质决定了中国革命的主要形式是(),"['争取民主', '农民运动', '武装斗争', '工人运动']",['武装斗争']
"红军主力在抗战初期被改编为国民革命军第八路军,总指挥是()","['彭德怀', '朱德', '叶挺', '林彪']",['朱德']
"以蒋介石为首的国民党南京政权建立后,官僚资本的垄断活动首先和主要是()","['从重工业方面开始的', '从金融业方面开始的', '商业方面开始的', '从农业方面开始的']",['从金融业方面开始的']
革命派与改良派论战的焦点是(),"['要不要向西方学习', '要不要以革命手段推翻清王朝', '要不要推翻帝制,实行共和', '要不要社会革命']",['要不要以革命手段推翻清王朝']
国民党发动全面内战的标志是(),"['进攻陕甘宁边区', '进攻中原解放区', '进攻华中抗日根据地', '进攻华北解放区']",['进攻中原解放区']
"同盟会发动的起义中,影响最大的是()","['刘道一领导的萍浏醴起义', '秋瑾、徐锡麟领导的浙皖起义', '孙中山、黄兴领导的镇南关起义', '孙中山、黄兴领导的广州黄花岗起义']",['孙中山、黄兴领导的广州黄花岗起义']
"1922年,中共二大第一次明确提出了()","['实现共产主义的最高纲领', '新民主主义革命的总路线', '土地革命的总路线', '反帝反封建的民主革命纲领']",['反帝反封建的民主革命纲领']
以王明为代表的“左”倾冒险主义错误的特征是(),"['主观主义', '经验主义', '教条主义', '宗派主义']",['教条主义']
"近代中国,列强对华经济掠夺的主要手段是()①控制中国通商口岸②剥夺中国的关税自主权③实行商品倾销和资本输出④操纵中国的经济命脉","['①②③', '②③④', '②④', '①②③④']",['①②③④']
"武昌起义后,各省独立政权情况复杂,表现为()①革命党人主动把权力让给立宪派和旧官僚、旧军官②政权被立宪派和旧官僚、旧军官篡夺③旧官僚和旧军官改头换面地维持着旧政权④虽是革命党人掌权,但很快蜕变为新军阀、新官僚","['①②③', '②③④', '①②④', '①②③④']",['①②③④']
"没收官僚资本,具有()和社会主义革命的双重性质","['农业革命', '工业革命', '民主革命', '社会革命']",['民主革命']
辛亥革命的失败是指(),"['没有完成反帝反封建的任务', '没有推翻清政府的统治', '没有打击帝国主义的在华势力', '没有促进中国革命的向前发展']",['没有完成反帝反封建的任务']
