question,options,right_answer
"公民若行使自己权利而损害了国家、集体和他人的利益,则是侵权行为.()","['正确', '错误']",['正确']
"社会主义核心价值观是社会主义意识形态的核心内容,也是国家软实力的核心内容.","['对', '错']",['对']
"人生目的是人生的航标,指引着人生的航向.()","['正确', '错误']",['正确']
国家安全问题事关国家安危和民族存亡.事关每个公民的切身利益.下列关于国家安全问题的说法中不正确的是(),"['现代意义上的国家安全仅指国防安全', '维护国家安全是公民的基本法律义务', '公共卫生安全和食品安全也属于国家安全的内容', '公民和组织在维护国家安生中享有检举、控告的权利']",['现代意义上的国家安全仅指国防安全']
五四爱国运动的左翼骨干.其代表为(),"['毛泽东', '周恩来', '董必武', '何淑衡']",['毛泽东']
"解放战争时期,解放军收复延安是在()","['粉碎国民党全面进攻期间', '进行战略反攻期间', '三大战役期间', '渡江战役期间']",['进行战略反攻期间']
"男女双方的恋爱行为,客观上是对社会负有相应道德责任的行为.下列选项中,属于恋爱中男女应遵循的基本道德要求的有().","['恋爱过程中要有高尚的情趣和健康的交往方式', '恋爱应尊重对方情感和人格,平等履行道德义务', '爱是积累经验的过程,随便谈谈,不考虑将来结婚', '恋爱中的男女应拒绝同恋爱对象以外的其他任何人进行交往']","['恋爱过程中要有高尚的情趣和健康的交往方式', '恋爱应尊重对方情感和人格,平等履行道德义务']"
公民道德建设的重点是诚实守信.(),"['正确', '错误']",['正确']
关于权力制约以下表述错误的是(),"['法律是约束权力最大的“笼子”,具有制约公权力的重要功能.', '权力法定,法无授权不可为,是指任何组织和个人的权力必须来自法律明确的授予.', '有权必有责,是指国家机关在获得权力的同时必须承担相应的职责和责任.', '用权受监督,是指国家权力的运行和行使必须接受各种形式的监督.']","['权力法定,法无授权不可为,是指任何组织和个人的权力必须来自法律明确的授予.']"
"“有志者,事竟成”是说,有了理想,就能实现.()","['正确', '错误']",['错误']
"1941年9月,中国民主政团同盟创办了盟报()2010年","['《光明报》', '《大公报》', '《文汇报》', '《国闻报》']",['《光明报》']
"道德原则规范所表现出的外在活动,称为().","['道德行为', '道德意志', '道德信念', '道德认知']",['道德行为']
"理想信念是一个思想认识问题,而不是一个实践问题.()","['对', '错']",['错']
"要树立新的学习理念,就必须树立()的理念.","['自主学习', '全面学习', '创新学习', '终身学习']","['自主学习', '全面学习', '创新学习', '终身学习']"
"公民对国家机关和国家工作人员实施的损害他人或社会公共利益的违法失职行为,有权向有关国家机关揭发事实真相,请求依法处理的权利,称为().","['批评权', '建议权', '申诉权', '检举权']",['检举权']
"在民主政治建设领域,规范人们行动的标准首先是().","['法律', '道德', '习俗', '礼仪']",['法律']
"弘扬以改革创新为核心的时代精神,必须大力推进文化创新,在文化创新中必须坚持的指导思想是()","['贴近实际和贴近群众', '发扬民族文化的优秀传统', '中国先进文化的前进方向', '马克思主义']",['马克思主义']
"适用刑法人人平等原则,就是在形式上坚持绝对的平等.()","['正确', '错误']",['错误']
下列属于正确的人生目的的是().,"['人生在世,吃穿二字', '命里须有总须有,命里如无莫强求', '为最广大人民群众的利益服务', '要为祖国和人民的利益无私奉献']","['为最广大人民群众的利益服务', '要为祖国和人民的利益无私奉献']"
加强与改进网络法制教育的措施包括：().,"['普及网络法律知识', '树立法制意识', '培育法律技能', '以上都是']",['以上都是']
"世界上没有哪个国家不主张爱国,没有哪个国家的人民不把爱国主义当作伟大的精神品格加以敬仰和推崇.爱国主义最基本的内容有().","['爱祖国的河山', '爱人类的一切', '爱自己的同胞', '爱自己的国家']","['爱祖国的河山', '爱自己的同胞', '爱自己的国家']"
"实现中华民族伟大复兴的中国梦,必须弘扬中国精神,这就是().","['团结精神', '以爱国主义为核心的民族精神', '传承精神', '以改革创新为核心的时代精神']","['以爱国主义为核心的民族精神', '以改革创新为核心的时代精神']"
"在我国,制定行政法规的机关是国务院.(","['正确', '错误']",['正确']
"2012年11月29日,中共中央总书记习近平带领新一届中央领导集体参观中国国家博物馆“复兴之路”展览现场.习近平定义“中国梦”——()就是中华民族近代以来最伟大的梦想.","['建立共产主义社会', '诚实劳动争取美好生活', '建立人民当家作主的国家政权', '实现中华民族伟大复兴']",['实现中华民族伟大复兴']
中国民主革命的基本问题(),"['武装斗争问题', '党的建设问题', '农民问题', '统一战线问题']",['农民问题']
".我们强调个人理想要符合社会理想,这是说不能有个人理想.()","['正确', '错误']",['错误']
社会主义荣辱观的主要内容是().,"['集体主义', '“为人民服务”', '“八荣八耻”', '“五爱”']",['“八荣八耻”']
"“知之为知之,不知为不知”,这句名言教育大学生在求学路上要严谨.()","['正确', '错误']",['正确']
法律义务的履行形式有哪两种形式().,"['作为', '不作为', '违约', '沉默']","['作为', '不作为']"
"当代大学生树立中国特色社会主义共同理想,必须要坚定对()的信任、坚定中国特色社会主义信念、坚定实现中华民族伟大复兴的信心.","['马克思主义理论', '中国共产党', '广大人民群众', '社会主义核心价值观']",['中国共产党']
我国社会主义法治建设的一条基本经验是().,"['坚持依法治国与以德治国相结合', '坚持以保障人民根本权益为出发点和落脚点', '坚持党的领导、人民当家作主、依法治国相统一', '坚持公平正义是法治的生命线']",['坚持党的领导、人民当家作主、依法治国相统一']
社会生活基本上可分为婚姻家庭生活、职业生活和公民的私人生活.,"['对', '错']",['错']
"罪刑法定只禁止不利于被告人的事后法,不禁止有利于被告人的事后法.()","['正确', '错误']",['正确']
"人生实践中会遇到各种各样的矛盾和困难,需要人们端正人生态度.下列属于正确人生态度的是().","['人生须认真', '人生当务实', '人生应乐观', '人生要进取']","['人生须认真', '人生当务实', '人生应乐观', '人生要进取']"
"在当代,爱社会主义和爱祖国是一致的.()","['正确', '错误']",['正确']
"网络新词,像“蓝瘦香菇”、“洪荒之力”、“老司机”等,多为新事件、新闻人物的浓缩和概括.这表明()","['文化具有丰富的表现形式', '文化创新是文化发展的目的', '文化创新来源于社会实践', '文化创新来源于创作者的灵感']",['文化创新来源于社会实践']
世界上任何国家的法治都是与特定的政党制度结合在一起的.(),"['正确', '错误']",['正确']
践履中国革命道德的重要环节是(),"['共产党员修身自律', '革命群众修身自律', '领导干部修身自律', '领导干部的革命群众修身自律']",['共产党员修身自律']
人民法院是国家审判机关.(),"['正确', '错误']",['正确']
"269.在社会主义条件下,职业成为体现人际平等、人格尊严和人的价值的重要舞台.()","['正确', '错误']",['正确']
中华民族的利益是().,"['我国各族人民的共同利益', '我国各族人民的长远利益', '我国各族人民的最高利益', '我国各族人民局部的、暂时的利益']","['我国各族人民的共同利益', '我国各族人民的长远利益', '我国各族人民的最高利益']"
提出“察色修身”和“以身戴行”的思想的是().,"['世硕', '孔子', '墨子', '孟子']",['墨子']
爱国主义是中华民族继往开来的(),"['思想基础', '精神支柱', '情感纽带', '行动指南']",['精神支柱']
以下哪个是外国侵略者控制中国政治的重要手段之一(),"['把持中国海关', '赔款', '制造舆论', '进行宗教宣传']",['把持中国海关']
"对于违法犯罪行为的制裁和惩罚,体现了法律的强制作用.()","['正确', '错误']",['正确']
"法律是成文的道德,道德是内心的法律.法律和思想道德的共同点在于()","['都发挥引领和教化作用', '都发挥规范和强制作用', '都提供思想指引和价值基础', '都属于上层建筑的重要组成部分']",['都属于上层建筑的重要组成部分']
"解放战争时期,由刘伯承、陈毅、邓小平指挥的,为解放长江以南各省奠定基础的战役是()","['辽沈战役', '渡江战役', '淮海战役', '平津战役']",['淮海战役']
"用人单位违反集体合同,侵犯职工劳动权益的,工会可以依法要求用人单位承担责任；因履行集体合同发生争议,经协商解决不成的,工会可以依法申请仲裁、提起诉讼.()","['正确', '错误']",['正确']
"在我国行政执法的主体通常是国家行政机关及其公职人员,行政执法的主体大体分为()类.","['1', '2', '3', '4']",['2']
"在社会主义条件下,是否谦敬礼让成为人们衡量一个人行为和品质的是非、善恶、美丑的根本标准.()","['正确', '错误']",['错误']
“问题与主义”争论的双方主要人物是(),"['陈独秀与胡适', '李大钊与张东荪', '李大钊与梁启超', '李大钊与胡适']",['李大钊与胡适']
“什么叫人生呢？我并不清楚”是谁说的？(),"['鲁迅', '老舍', '季羡林', '钱钟书']",['季羡林']
"道德品质的培养既是个人修养的任务,也是社会教育的目的.一个人的道德品质好坏是().","['人生来就有的', '经过一定的社会生活实践才能形成', '长期遵守或违背道德所得到的结果', '主观上道德认识和客观上道德行为的统一']","['经过一定的社会生活实践才能形成', '长期遵守或违背道德所得到的结果', '主观上道德认识和客观上道德行为的统一']"
宪法的制定由全国人民代表大会以全体代表的三分之二以上的多数通过.(),"['正确', '错误']",['错误']
被陈毅成为“人民群众用小车推出来的”战役是(),"['辽沈战役', '淮海战役', '平津战役', '孟良崮战役']",['淮海战役']
树立改革创新的自觉意识要坚持().,"['树立保守思想维护稳定', '树立突破陈规陋习的自觉意识', '树立大胆探索未知领域的信心和勇气', '树立以创新创造为目标的志向']","['树立突破陈规陋习的自觉意识', '树立大胆探索未知领域的信心和勇气', '树立以创新创造为目标的志向']"
"我国法律体系由具有内在联系的法律部门组成,这些法律部门又可以分为实体法和程序法.属于实体法的是()","['《中华人民共和国仲裁法》', '《中华人民共和国刑事诉讼法》', '《中华人民共和国行政诉讼法》', '《中华人民共和国民法通则》']",['《中华人民共和国民法通则》']
".如果每一个从业人员都能自觉遵守负责任的要求,社会就会形成人人都是服务者的良好秩序与和谐秩序.()","['正确', '错误']",['错误']
"理想信念对每个人的人生意义重大,理想信念的作用主要表现在：提供人生的前进动力、提高人生的精神境界和()","['提高人生的知识含量', '增加人生的财富水平', '指引人生的奋斗目标', '使人生一帆风顺']",['指引人生的奋斗目标']
"国家为抵御外来侵略与颠覆,捍卫国家主权、领土完整,维护国家安全、统一和发展,而进行的军事以及与军事有关的政治、经济、科技、文化、教育等方面的建设和斗争,属于()","['军事', '战争', '政治', '国防']",['国防']
"关于法律至上,以下错误的表述是()：","['在国家或社会的所有规范中,法律是地位最高,效力最广,强制力最大的规范.', '现代国家有许多规范,如行业规范,道德规范,团体规范等等,法律至上要求这些规范都不得与法律规范相抵触.', '法律至上尤其强调宪法至上,因为宪法具有最高的法律效力,是一切法律的依据.', '法律的普遍适用性是指法律在本国主权范围内对所有人具有普遍的约束力,外国人除外.']","['法律的普遍适用性是指法律在本国主权范围内对所有人具有普遍的约束力,外国人除外.']"
".只有把人生理想融入国家和民族的事业中,才能最终成就一番事业.()","['正确', '错误']",['正确']
"关于个人品德,正确的说法是().","['个人品德主要体现一个人对道德的认识', '个人品德集中体现了个人道德意识和道德行为的统一', '个人品德是个人自觉自主行为的结果', '个人品德的稳定性体现在其遗传性']","['个人品德集中体现了个人道德意识和道德行为的统一', '个人品德是个人自觉自主行为的结果']"
"2001年中共中央颁发的《公民道德建设实施纲要》明确提出了我国公民的基本道德规范.其中,要求公民应该勤奋工作、俭朴节约、积极进取、发奋图强,是公民基本道德规范中()","['勤俭自强的要求', '爱国守法的要求', '明礼诚信的要求', '敬业奉献的要求']",['勤俭自强的要求']
"实现理想会出现逆境,逆境()","['降低了实现理想目标的可能性', '不会消解实现理想目标的可能性', '提高了实现理想目标的可能性', '消解了实现理想目标的可能性']",['不会消解实现理想目标的可能性']
现代人才素质的灵魂是(),"['人才的文化素质', '人才的思想道德素质', '人才的身心素质', '人才的专业素质']",['人才的思想道德素质']
公德在人与自然的关系中的基本要求是保护生态环境.(),"['正确', '错误']",['正确']
"大学生应当坚持文明上网,养成自我的上网习惯,成为净化网络空间的积极力量.()","['正确', '错误']",['错误']
爱国主义包含着情感、思想、行为三个方面.其中()是基础.,"['爱国情感', '爱国思想', '爱国行为', '爱国言语']",['爱国情感']
"人民代表大会制是中国特色社会主义最本质的特征,是社会主义法治最根本的保证.()","['正确', '错误']",['错误']
"维护法律,争当法律权威的守望者、公平正义的守护者、具有良知的护法者.以下属于维护法律的行为有().","['抵制盗版书', '对于寻衅滋事调戏妇女的流氓行为出面制止', '考试不作弊', '对于群众处于愤怒群殴窃贼的行为出面制止']","['抵制盗版书', '对于寻衅滋事调戏妇女的流氓行为出面制止', '对于群众处于愤怒群殴窃贼的行为出面制止']"
排他性是现代公共生活的一大特性.(),"['正确', '错误']",['错误']
理想按性质划分为(),"['空想与幻想', '科学理想与非科学理想', '长远理想与近期理想', '崇高理想与低层次理想']",['科学理想与非科学理想']
爱岗敬业、互相帮助也是为人民服务精神的体现.(),"['正确', '错误']",['正确']
.道德产生的主客体统一的重要条件是社会实践.(),"['正确', '错误']",['正确']
"公民享有选举权,就应当享有罢免权.()","['正确', '错误']",['正确']
适用《集会游行示威法》的活动是().,"['文娱、体育活动', '正常的宗教活动', '传统的民间习俗活动', '请愿活动']",['请愿活动']
"中国自古就是一个多民族的国家.把中国疆城内众多的大小民族凝聚在一起．把亿万中华儿女牢牢地吸引在中国大地上,动员和鼓舞中国人民团结奋斗的一面旗帜是()","['爱国主义', '民主主义', '集体主义', '理性主义']",['爱国主义']
国家层面的社会主义核心价值观不包括().,"['富强', '民主', '文明', '爱国']",['爱国']
"婚姻不仅代表两情相悦,更代表双方家庭的结合.","['对', '错']",['错']
公民的基本义务之一是依法纳税.(),"['正确', '错误']",['正确']
中国共产党在洛川会议上明确的规定；以()为抗战时期解决农民问题的基本政策.,"['三三制', '减租减息', '大生产运动', '精兵简政']",['减租减息']
"关于公民守法习惯的养成,以下说法错误的是()","['只有全面具体地学习了各种法律,才能养成守法的习惯和法治思维.', '从小养成不闯红灯、遵守交规的习惯,就是法治思维的具体表现.', '遇到冲突不使用武力,遇到纠纷查找法律,也是法治思维的体现', '养成守法习惯,必须坚持从我做起,从身边做起,从具体问题做起.']","['只有全面具体地学习了各种法律,才能养成守法的习惯和法治思维.']"
"通过法律引导人们可以做什么或者有权做什么或不得做什么,这体现了社会主义法律的什么作用().","['指引作用', '预测作用', '评价作用', '教育作用']",['指引作用']
中国工人阶级政党最早的组织是在()建立的,"['北京', '上海', '武汉', '东京']",['上海']
"在我国社会主义道德建设中,提出和倡导公民基本道德规范的重要意义在于,公民基本道德规范().","['有利于对公民进行道德教育', '是对公民道德要求的高度概括', '体现了社会主义道德建设的要求', '是用国家强制力保障实施的社会规范']","['有利于对公民进行道德教育', '是对公民道德要求的高度概括', '体现了社会主义道德建设的要求']"
"道德作为一种特殊的意识形态,它是依靠社会良知、内心信念、传统习惯来维系的.()","['正确', '错误']",['错误']
法律义务必须依法设定.(),"['正确', '错误']",['正确']
社会主义集体主义原则的主要价值取向是集体利益高于个人利益.(),"['正确', '错误']",['正确']
"依法治国首先要坚持依宪治国,全面实施宪法的基本要求,以下表述错误的是()","['落实宪法宣誓制度,经由人大选举或任命的国家公职人员正式就职时要公开向宪法宣誓.', '在全社会普遍开展宪法教育,宪法教育纳入国民教育体系.', '党的执政,必须是依宪执政,各级党组织都必须自觉在宪法法律范围内活动.', '宪法实施,是所有公民的义务.']","['宪法实施,是所有公民的义务.']"
"省、自治区、直辖市、自治州、设区的市的人大常委会任期与本级人大每届任期相同,为()年.","['两', '三', '四', '五']",['五']
"婚姻不仅代表两情相悦,更代表双方家庭的结合.()","['正确', '错误']",['错误']
马克思主义是科学理想信念的理论基础.(),"['正确', '错误']",['正确']
“共产党现时最主要的任务是有系统地有计划地尽可能在广大区域中准备农民总暴动……工人阶级应时刻领导并参加武装暴动.”上述中国共产党“八七”会议决议表明(),"['中国共产党的工作重心由城市转入农村', '中国共产党正式确立了工人阶级的领导地位', '中国共产党确定了武装反抗国民党的方针', '中国共产党的思想理论基础发生了根本变化']",['中国共产党确定了武装反抗国民党的方针']
"1944年4月至1945年1月,日本发动打通中国大陆交通线的战役是()","['忻口战役案', '淞沪战役', '豫湘桂战役', '枣宜会战']",['豫湘桂战役']
"外出旅游时,游客主动把瓜子壳、水果皮等收拾干净,放到垃圾箱里.这种行为是()","['多此一举,因为有专人打扫', '保护环境,自觉遵守社会公德的表现', '勤奋劳作,自觉遵守家庭美德的表现', '服务群众,自觉遵守职业道德的表现']","['保护环境,自觉遵守社会公德的表现']"
近代中国维新思想的先驱者是().,"['魏源', '康有为', '洪仁玕', '李鸿章']",['魏源']
"信仰是信念最集中、最高的表现形式,信仰有()","['科学的与人文的', '科学的与非科学的', '理性的与情感的', '宗教的与哲学的']",['科学的与非科学的']
严复将英国人赫胥黎的《进化与伦理》的前两章翻译为(),"['《穆勒名学》', '《天演论》', '《原富》', '《法意》']",['《天演论》']
道德是一种特殊的().,"['文化形态', '经济形态', '伦理形态', '社会意识形态']",['社会意识形态']
"法律义务可能因一些情形的出现而变化,变化的形式主要有().","['转化', '中止', '派生', '消灭']","['转化', '派生', '消灭']"
人们常用“相敬如宾”、“琴瑟和谐”、“比翼鸟”、“连理枝”等来形容().,"['男女平等', '夫妻和睦', '勤俭持家', '邻里团结']",['夫妻和睦']
人民法院、人民检察院和公安机关有权向有关单位和个人收集、调取证据.有关单位和个人应当如实提供证据.(),"['正确', '错误']",['正确']
"文明礼貌是调整和规范人际关系的行为准则,与我们每个人的日常生活密切相关.()","['正确', '错误']",['正确']
我国人民代表大会制度的组织原则是(),"['人民主权原则', '社会主义法治原则', '民主集中制原则', '坚持党的领导原则']",['民主集中制原则']
"由于生产力发展水平不同,社会性质和人们所处经济政治文化地位不同,所处的阶级关系与阶级地位不同,对社会发展规律认识和把握的深度与广度不同,所以形成的理想也必然不同,这说明理想具有()","['社会性和变化性', '民族性与多样性', '时代性和阶级性', '随意性与不确定性']",['时代性和阶级性']
我国的根本政治制度是().,"['社会主义制度', '人民代表大会制度', '人民民主专政制度', '民主集中制']",['人民代表大会制度']
1911年4月在广州发生的起义所以被称为“黄花岗起义”是因为(),"['起义是在黄花岗发动的', '起义军去进攻设在黄花岗的清军要塞', '起义中牺牲的烈士后被葬在黄花岗', '起义是在黄花岗失败的']",['起义中牺牲的烈士后被葬在黄花岗']
太平天国定都于何处？(),"['广州', '武汉', '南京', '天津']",['南京']
"人与社会的关系,归根到底是().","['人的自然属性与社会属性的关系', '个人需要与社会需要的关系', '享受个人权利与承担社会责任的关系', '个人利益与社会整体利益的关系']",['个人利益与社会整体利益的关系']
"孙某潜入某厂财务室,把保险柜打开一看,巨款早已提走,只有一些散钱,便失望离去.他的行为属于().","['犯罪未遂', '犯罪既遂', '不构成犯罪', '犯罪预备']",['犯罪未遂']
"薄熙来案件中其妻身为律师却知法犯法,设局杀人；执法的公安局长王立军得知杀人事实后不但不依法行事,反为其包庇和毁证,徇私枉法；而作为国家省部级领导人得知这些事实后,竟只采取行政手段对王立军免职处理,这说明了()的重要性","['学习法律', '遵守法律', '信仰法律', '维护法律']",['信仰法律']
"推进生态文明建设,要坚持节约优先、保护优先、防止污染为主的方针.()","['正确', '错误']",['错误']
"有首上海的旧民谣,讲述了清朝260多年的大事,其中与戊戌政变有关的句子是()","['昊三桂要去借清兵,顺治帝登基享现成', '林则徐严禁吸洋烟,忠心报国无人识', '曾国藩团练起湘乡,淮军还有李鸿章', '好头颅六个凭空送,菜市街夜夜叫冤魂']","['好头颅六个凭空送,菜市街夜夜叫冤魂']"
"“士不可不弘毅,任重而道远”指人要树立责任意识和担当意识.","['对', '错']",['对']
"下列哪一项,不是社会公共生活的主要特征().","['活动范围的广泛性', '交往对象的复杂性', '活动方式的多样性', '交往时间的延续性']",['交往时间的延续性']
"理想作为一种精神现象,是人类社会想象的产物.()","['正确', '错误']",['错误']
提出合理化的建议是劳动者的权利.(),"['正确', '错误']",['正确']
中国革命道德与中华传统美德().,"['是性质相同的', '是一脉相承的', '不是一脉相承的', '是相互包容的']",['是一脉相承的']
"关于法律有无权威的基本要素,以下表述错误的是：()","['法律在国家和社会治理体系中占主导地位和起决定作用,法律就有权威.', '只要国家法律完备,违法必究,法律就有权威.', '反映客观规律和人类理性的法律有权威.', '反映人民共同愿望且为人民真诚信仰的法律有权威.']","['只要国家法律完备,违法必究,法律就有权威.']"
"有序的公共生活对经济社会健康发展具有重要意义.由一定规则维系的人们公共生活的有序化状态,称为()","['公共秩序', '公共领域', '公共道德', '公共场所']",['公共秩序']
".人们在公共生活领域的安全意识和守法程度,是社会文明发展的主要表现.()","['正确', '错误']",['错误']
"我国公民依法服兵役,不分民族、种族、职业、家庭出身、教育程度,但对宗教信仰有一定的要求.()","['正确', '错误']",['错误']
"弘扬以改革创新为核心的时代精神,必须大力推进科技创新,科技创新能力是国家竞争力的()","['重要方面', '一部分', '核心', '体现']",['核心']
法律和道德规范都是维护社会秩序的强制性规范.(),"['对', '错']",['错']
"人们在公共生活领域秩序意识和文明程度,是社会经济发展水平的重要表现.()","['正确', '错误']",['错误']
"爱情是一对男女双方相互爱慕,真挚诚实的情感.()","['正确', '错误']",['正确']
"提出“恭敬之心,礼之端也”的思想的是().","['孟子', '孔子', '荀子', '告子']",['孟子']
"职业活动不仅是人们谋生的方式和手段,也是人们奉献社会、完善自身的必要条件.(","['正确', '错误']",['正确']
"关于理想人格,道家推崇逍遥于天地之间的“真人”、“至人”.()","['正确', '错误']",['正确']
大革命时期的统一战线和抗日民族统一战线(),"['都有共同的政治纲领', '均采取党内合作方式', '全具有反帝反封建性质', '皆有各阶层广泛参加']",['皆有各阶层广泛参加']
"以法治价值和法治精神为导向,运用法律原则、法律规则、法律方法思考和处理问题的思维模式,称为().","['法治观念', '法治意识', '法治思维', '法治信仰']",['法治思维']
